exp.ID,P.layer,P.row,P.col,layer,row,col,replicate,replicate.raw,Generation,treat,treat.1,ecotype,id,flt,height,diam,biomass,fruit,rm
910,8,8_1,9,3,2,14,4,4,F4,Drought,Drought,Dja-1,541,30,26.7,7.4,215.1,335,FALSE
911,10,10_2,14,14,3,4,5,5,F4,Drought,Drought,Dja-1,728,36,58.4,12.9,672.5,402,FALSE
912,12,12_3,10,12,5,3,6,6,F4,Drought,Drought,Dja-1,878,36,49.3,12.3,600.7,295,FALSE
913,8,8_1,13,1,1,14,4,4,F4,Drought,Drought,Fei-0,545,42,46.2,13.1,426.8,411,FALSE
914,10,10_2,10,12,4,14,5,5,F4,Drought,Drought,Fei-0,724,46,56.5,11,706.1,371,FALSE
915,12,12_3,11,12,4,2,6,6,F4,Drought,Drought,Fei-0,879,40,40,11.2,369.4,225,FALSE
916,8,8_1,7,13,1,6,4,4,F4,Drought,Drought,Ler-0,539,NA,NA,NA,NA,NA,FALSE
917,10,10_2,12,10,2,8,5,5,F4,Drought,Drought,Ler-0,726,18,36.9,5.5,171.2,261,FALSE
918,12,12_3,7,1,6,8,6,6,F4,Drought,Drought,Ler-0,875,21,35.1,NA,147.9,452,FALSE
919,8,8_1,10,16,5,13,4,4,F4,Drought,Drought,Sap-0,542,35,40.7,7.6,372.9,278,FALSE
920,10,10_2,4,4,2,3,5,5,F4,Drought,Drought,Sap-0,718,55,39.8,6.5,247,145,FALSE
921,12,12_3,8,8,4,11,6,6,F4,Drought,Drought,Sap-0,876,39,48.8,7.9,189.3,162,FALSE
922,8,8_1,1,4,3,7,4,4,F4,Drought,Drought,Tol-0,533,47,44.5,8.2,336.9,182,FALSE
923,10,10_2,11,7,3,7,5,5,F4,Drought,Drought,Tol-0,725,45,43.2,9.2,411.2,132,FALSE
924,12,12_3,12,10,1,14,6,6,F4,Drought,Drought,Tol-0,880,53,53.9,12.6,513.8,118,FALSE
925,8,8_1,12,7,2,13,4,4,F4,Drought,Drought,TRE-1,544,34,46.8,9.5,502.6,190,FALSE
926,10,10_2,8,2,6,2,5,5,F4,Drought,Drought,TRE-1,722,61,43,11.5,628.6,147,FALSE
927,12,12_3,14,12,1,2,6,6,F4,Drought,Drought,TRE-1,882,49,48.6,12.5,728.5,120,FALSE
928,8,8_1,11,2,2,10,4,4,F4,Drought,Drought,Tri-0,543,39,52.3,12.3,472.5,236,FALSE
929,10,10_2,3,6,1,10,5,5,F4,Drought,Drought,Tri-0,717,39,56.2,9.9,407.6,216,FALSE
930,12,12_3,3,10,1,9,6,6,F4,Drought,Drought,Tri-0,871,42,40.6,NA,681.1,481,FALSE
931,8,8_1,2,3,6,1,4,4,F1,Drought,Drought,Abd-0,534,73,NA,NA,438,NA,FALSE
932,10,10_2,13,4,6,5,5,5,F1,Drought,Drought,Abd-0,727,46,32.3,10.8,355.3,191,FALSE
933,12,12_3,5,11,2,15,6,6,F1,Drought,Drought,Abd-0,873,62,42.2,12,576.9,272,FALSE
934,8,8_1,14,3,2,12,4,4,F1,Drought,Drought,Ang-0,546,22,29.2,5.7,70,116,FALSE
935,10,10_2,6,14,4,7,5,5,F1,Drought,Drought,Ang-0,720,22,35.5,10.2,223.9,281,FALSE
936,12,12_3,13,12,3,2,6,6,F1,Drought,Drought,Ang-0,881,25,23.3,NA,48.6,107,FALSE
937,8,8_1,4,14,1,2,4,4,F1,Drought,Drought,aaCol-0,536,20,44.2,12.3,488.3,437,FALSE
938,10,10_2,5,2,4,14,5,5,F1,Drought,Drought,aaCol-0,719,23,30.5,7.1,134.1,433,FALSE
939,12,12_3,2,13,5,5,6,6,F1,Drought,Drought,aaCol-0,870,21,37.2,9.6,255.4,342,FALSE
940,8,8_1,9,9,5,15,4,4,F1,Drought,Drought,Dja-1,541,21,25.5,9.5,358.9,452,FALSE
941,10,10_2,14,13,6,10,5,5,F1,Drought,Drought,Dja-1,728,26,25.2,6.2,253.8,158,FALSE
942,12,12_3,10,13,4,7,6,6,F1,Drought,Drought,Dja-1,878,25,36.7,7.8,290.4,462,FALSE
943,8,8_1,13,4,4,3,4,4,F1,Drought,Drought,Fei-0,545,NA,NA,NA,NA,NA,FALSE
944,10,10_2,10,9,2,4,5,5,F1,Drought,Drought,Fei-0,724,NA,NA,NA,NA,NA,FALSE
945,12,12_3,11,14,2,13,6,6,F1,Drought,Drought,Fei-0,879,NA,NA,NA,NA,NA,FALSE
946,8,8_1,7,1,5,4,4,4,F1,Drought,Drought,Ler-0,539,21,28.2,NA,108,242,FALSE
947,10,10_2,12,16,6,4,5,5,F1,Drought,Drought,Ler-0,726,16,34.1,4.7,241.4,268,FALSE
948,12,12_3,7,14,2,3,6,6,F1,Drought,Drought,Ler-0,875,16,35.6,5.7,361.6,362,FALSE
949,8,8_1,10,11,2,13,4,4,F1,Drought,Drought,Sap-0,542,24,NA,NA,309.3,NA,FALSE
950,10,10_2,4,11,6,9,5,5,F1,Drought,Drought,Sap-0,718,24,34.5,5.7,311.7,478,FALSE
951,12,12_3,8,14,4,1,6,6,F1,Drought,Drought,Sap-0,876,25,44.4,8.8,373.3,337,FALSE
952,8,8_1,1,13,6,9,4,4,F1,Drought,Drought,Tol-0,533,31,45.7,9.6,273.7,412,FALSE
953,10,10_2,11,8,2,9,5,5,F1,Drought,Drought,Tol-0,725,29,45.2,9.3,246.4,220,FALSE
954,12,12_3,12,15,5,10,6,6,F1,Drought,Drought,Tol-0,880,27,45.6,10.2,412.4,341,FALSE
955,8,8_1,12,5,3,6,4,4,F1,Drought,Drought,TRE-1,544,27,40.2,10.2,313.8,349,FALSE
956,10,10_2,8,1,3,1,5,5,F1,Drought,Drought,TRE-1,722,37,44.6,8.6,232.3,243,FALSE
957,12,12_3,14,11,4,2,6,6,F1,Drought,Drought,TRE-1,882,35,NA,NA,686.6,NA,FALSE
958,8,8_1,11,4,5,2,4,4,F1,Drought,Drought,Tri-0,543,28,50,12.6,265.3,314,FALSE
959,10,10_2,3,3,2,10,5,5,F1,Drought,Drought,Tri-0,717,28,43.6,12.5,274.1,277,FALSE
960,12,12_3,3,13,4,1,6,6,F1,Drought,Drought,Tri-0,871,34,54.2,12.3,324.5,241,FALSE
961,1,1_2,2,3,2,2,1,1,F2,Salt1,Salt1,Abd-0,16,30,33.1,12,267.8,212,FALSE
962,3,3_3,13,8,6,15,2,2,F2,Salt1,Salt1,Abd-0,209,36,31.2,9.2,301,188,FALSE
963,5,5_1,1,10,1,7,3,3,F2,Salt1,Salt1,Abd-0,337,34,35.5,11.3,365.3,325,FALSE
964,1,1_2,1,4,2,6,1,1,F2,Salt1,Salt1,Ang-0,15,24,33.8,3.2,123,203,FALSE
965,3,3_3,11,13,3,5,2,2,F2,Salt1,Salt1,Ang-0,207,26,39.6,6.7,181.3,280,FALSE
966,5,5_1,5,4,2,4,3,3,F2,Salt1,Salt1,Ang-0,341,25,40.2,7.2,180.6,263,FALSE
967,1,1_2,3,3,4,6,1,1,F2,Salt1,Salt1,aaCol-0,17,23,33.2,7.3,192,312,FALSE
968,3,3_3,8,5,4,13,2,2,F2,Salt1,Salt1,aaCol-0,204,24,30.5,NA,NA,292,FALSE
969,5,5_1,2,16,2,13,3,3,F2,Salt1,Salt1,aaCol-0,338,20,35.1,8.3,266.7,246,FALSE
970,1,1_2,13,8,5,12,1,1,F2,Salt1,Salt1,Dja-1,27,21,22.4,8.1,173.6,215,FALSE
971,3,3_3,7,4,5,12,2,2,F2,Salt1,Salt1,Dja-1,203,26,31,9.5,229.6,208,FALSE
972,5,5_1,10,7,5,5,3,3,F2,Salt1,Salt1,Dja-1,346,30,22.2,7.5,248.9,173,FALSE
973,1,1_2,11,16,4,13,1,1,F2,Salt1,Salt1,Fei-0,25,24,35.5,9.4,NA,583,FALSE
974,3,3_3,10,9,2,9,2,2,F2,Salt1,Salt1,Fei-0,206,37,52.8,14.2,557.1,343,FALSE
975,5,5_1,6,4,6,12,3,3,F2,Salt1,Salt1,Fei-0,342,27,40.2,10.1,205.5,361,FALSE
976,1,1_2,9,4,5,13,1,1,F2,Salt1,Salt1,Ler-0,23,19,20.3,NA,73,142,FALSE
977,3,3_3,6,12,1,1,2,2,F2,Salt1,Salt1,Ler-0,202,22,29.7,3.5,NA,257,FALSE
978,5,5_1,11,3,3,14,3,3,F2,Salt1,Salt1,Ler-0,347,20,21.2,3.8,67.1,132,FALSE
979,1,1_2,14,12,5,10,1,1,F2,Salt1,Salt1,Sap-0,28,22,27.2,NA,70.9,289,FALSE
980,3,3_3,4,1,4,15,2,2,F2,Salt1,Salt1,Sap-0,200,28,38.1,5,135.6,314,FALSE
981,5,5_1,7,7,1,13,3,3,F2,Salt1,Salt1,Sap-0,343,22,27.5,NA,81.4,156,FALSE
982,1,1_2,4,8,5,9,1,1,F2,Salt1,Salt1,Tol-0,18,26,45.5,10,318.5,395,FALSE
983,3,3_3,12,4,4,11,2,2,F2,Salt1,Salt1,Tol-0,208,28,45.2,8.7,248.8,242,FALSE
984,5,5_1,12,7,3,4,3,3,F2,Salt1,Salt1,Tol-0,348,25,47.2,9.3,284.8,272,FALSE
985,1,1_2,12,6,4,3,1,1,F2,Salt1,Salt1,TRE-1,26,37,56.2,8.2,306.1,123,FALSE
986,3,3_3,3,11,4,14,2,2,F2,Salt1,Salt1,TRE-1,199,27,63.4,11.2,535.9,373,FALSE
987,5,5_1,13,14,2,2,3,3,F2,Salt1,Salt1,TRE-1,349,21,58.7,12.3,510.3,595,FALSE
988,1,1_2,10,3,5,4,1,1,F2,Salt1,Salt1,Tri-0,24,19,33.6,8.6,NA,227,FALSE
989,3,3_3,1,7,4,11,2,2,F2,Salt1,Salt1,Tri-0,197,18,33.8,9.1,188.4,216,FALSE
990,5,5_1,9,15,4,2,3,3,F2,Salt1,Salt1,Tri-0,345,16,28.8,3.5,63.6,130,FALSE
991,1,1_2,2,11,6,15,1,1,F3,Salt1,Salt1,Abd-0,16,47,40.6,11.8,828.6,413,FALSE
992,3,3_3,13,9,1,2,2,2,F3,Salt1,Salt1,Abd-0,209,50,34.1,10.1,607.2,124,FALSE
993,5,5_1,1,13,3,9,3,3,F3,Salt1,Salt1,Abd-0,337,38,46.2,12.7,NA,390,FALSE
994,1,1_2,1,8,6,1,1,1,F3,Salt1,Salt1,Ang-0,15,52,37.6,7.6,318.6,255,FALSE
995,3,3_3,11,5,5,10,2,2,F3,Salt1,Salt1,Ang-0,207,46,43.2,6.4,257.8,261,FALSE
996,5,5_1,5,2,1,13,3,3,F3,Salt1,Salt1,Ang-0,341,53,46.5,8.6,545.1,292,FALSE
997,1,1_2,3,10,5,1,1,1,F3,Salt1,Salt1,aaCol-0,17,30,53.2,8.2,325,523,FALSE
998,3,3_3,8,16,4,14,2,2,F3,Salt1,Salt1,aaCol-0,204,25,37.3,9,NA,294,FALSE
999,5,5_1,2,5,6,4,3,3,F3,Salt1,Salt1,aaCol-0,338,27,43.2,10.3,445.9,452,FALSE
1000,1,1_2,13,8,4,12,1,1,F3,Salt1,Salt1,Dja-1,27,27,21.2,5.1,188.6,242,FALSE
1001,3,3_3,7,6,2,1,2,2,F3,Salt1,Salt1,Dja-1,203,32,26.4,9.1,NA,377,FALSE
1002,5,5_1,10,5,3,13,3,3,F3,Salt1,Salt1,Dja-1,346,26,31.8,4.8,257.8,416,FALSE
1003,1,1_2,11,13,6,4,1,1,F3,Salt1,Salt1,Fei-0,25,43,53.2,9.5,776.8,204,FALSE
1004,3,3_3,10,10,2,14,2,2,F3,Salt1,Salt1,Fei-0,206,49,46.2,12.8,704.9,98,FALSE
1005,5,5_1,6,15,3,11,3,3,F3,Salt1,Salt1,Fei-0,342,32,46.5,10.2,632.6,380,FALSE
1006,1,1_2,9,16,4,2,1,1,F3,Salt1,Salt1,Ler-0,23,19,21.4,4.1,100.99,111,FALSE
1007,3,3_3,6,1,3,13,2,2,F3,Salt1,Salt1,Ler-0,202,20,19.5,NA,60,161,FALSE
1008,5,5_1,11,10,1,1,3,3,F3,Salt1,Salt1,Ler-0,347,20,16.9,3.4,35,71,FALSE
1009,1,1_2,14,8,1,14,1,1,F3,Salt1,Salt1,Sap-0,28,26,42.6,4.8,231.6,208,FALSE
1010,3,3_3,4,5,1,9,2,2,F3,Salt1,Salt1,Sap-0,200,32,37.2,3.2,113,232,FALSE
1011,5,5_1,7,6,3,13,3,3,F3,Salt1,Salt1,Sap-0,343,25,36.6,6.2,161.1,178,FALSE
1012,1,1_2,4,1,4,2,1,1,F3,Salt1,Salt1,Tol-0,18,53,45.6,10.6,562.4,185,FALSE
1013,3,3_3,12,12,5,15,2,2,F3,Salt1,Salt1,Tol-0,208,36,46.9,10.4,202.3,127,FALSE
1014,5,5_1,12,11,2,5,3,3,F3,Salt1,Salt1,Tol-0,348,29,51,11.6,463.3,302,FALSE
1015,1,1_2,12,2,3,7,1,1,F3,Salt1,Salt1,TRE-1,26,55,44.8,10.1,566.8,106,FALSE
1016,3,3_3,3,3,5,11,2,2,F3,Salt1,Salt1,TRE-1,199,48,45.2,10.5,454.6,190,FALSE
1017,5,5_1,13,10,1,2,3,3,F3,Salt1,Salt1,TRE-1,349,39,52.4,11.6,431.5,201,FALSE
1018,1,1_2,10,2,1,15,1,1,F3,Salt1,Salt1,Tri-0,24,38,49.6,11.3,247.7,215,FALSE
1019,3,3_3,1,13,2,14,2,2,F3,Salt1,Salt1,Tri-0,197,40,54.6,12.6,626.9,452,FALSE
1020,5,5_1,9,15,4,11,3,3,F3,Salt1,Salt1,Tri-0,345,37,52.8,11.1,558.3,271,FALSE
1021,1,1_2,2,16,4,12,1,1,F4,Salt1,Salt1,Abd-0,16,39,34.6,11.2,649,408,FALSE
1022,3,3_3,13,8,1,15,2,2,F4,Salt1,Salt1,Abd-0,209,53,32.9,11.5,624.1,184,FALSE
1023,5,5_1,1,10,2,11,3,3,F4,Salt1,Salt1,Abd-0,337,39,36.3,11,NA,326,FALSE
1024,1,1_2,1,6,4,5,1,1,F4,Salt1,Salt1,Ang-0,15,35,30.8,8.8,230,165,FALSE
1025,3,3_3,11,9,3,13,2,2,F4,Salt1,Salt1,Ang-0,207,NA,NA,NA,NA,NA,FALSE
1026,5,5_1,5,11,2,1,3,3,F4,Salt1,Salt1,Ang-0,341,59,32.2,8,908.6,200,FALSE
1027,1,1_2,3,14,3,8,1,1,F4,Salt1,Salt1,aaCol-0,17,20,44.7,10.7,502.4,480,FALSE
1028,3,3_3,8,16,1,8,2,2,F4,Salt1,Salt1,aaCol-0,204,21,34.2,8.8,268.4,205,FALSE
1029,5,5_1,2,7,2,11,3,3,F4,Salt1,Salt1,aaCol-0,338,23,43.4,10.3,304.3,255,FALSE
1030,1,1_2,13,14,6,8,1,1,F4,Salt1,Salt1,Dja-1,27,31,22.8,7.1,448.1,455,FALSE
1031,3,3_3,7,3,4,5,2,2,F4,Salt1,Salt1,Dja-1,203,30,25.2,6.2,226.4,502,FALSE
1032,5,5_1,10,5,3,8,3,3,F4,Salt1,Salt1,Dja-1,346,28,26.7,8.2,323.3,560,FALSE
1033,1,1_2,11,2,5,1,1,1,F4,Salt1,Salt1,Fei-0,25,46,45.2,10.2,465.7,92,FALSE
1034,3,3_3,10,12,3,10,2,2,F4,Salt1,Salt1,Fei-0,206,42,47.6,11.3,409.7,317,FALSE
1035,5,5_1,6,1,2,12,3,3,F4,Salt1,Salt1,Fei-0,342,39,49.4,12.1,467.8,498,FALSE
1036,1,1_2,9,6,1,5,1,1,F4,Salt1,Salt1,Ler-0,23,18,33.7,6.4,199.9,273,FALSE
1037,3,3_3,6,8,5,10,2,2,F4,Salt1,Salt1,Ler-0,202,20,22.3,6,147.1,190,FALSE
1038,5,5_1,11,6,3,8,3,3,F4,Salt1,Salt1,Ler-0,347,18,24.1,4.6,110.6,150,FALSE
1039,1,1_2,14,7,5,3,1,1,F4,Salt1,Salt1,Sap-0,28,NA,39.1,6.1,158.2,167,FALSE
1040,3,3_3,4,12,2,2,2,2,F4,Salt1,Salt1,Sap-0,200,26,51,NA,193,590,FALSE
1041,5,5_1,7,13,4,10,3,3,F4,Salt1,Salt1,Sap-0,343,30,43.5,7,304.4,512,FALSE
1042,1,1_2,4,16,6,5,1,1,F4,Salt1,Salt1,Tol-0,18,42,44.5,9.2,528.3,185,FALSE
1043,3,3_3,12,6,2,14,2,2,F4,Salt1,Salt1,Tol-0,208,40,45.4,10.8,415.1,263,FALSE
1044,5,5_1,12,14,5,6,3,3,F4,Salt1,Salt1,Tol-0,348,49,50.2,9.6,670.4,184,FALSE
1045,1,1_2,12,10,1,6,1,1,F4,Salt1,Salt1,TRE-1,26,NA,NA,NA,NA,NA,TRUE
1046,3,3_3,3,9,1,11,2,2,F4,Salt1,Salt1,TRE-1,199,45,46.7,13.2,757.9,157,FALSE
1047,5,5_1,13,7,6,2,3,3,F4,Salt1,Salt1,TRE-1,349,63,39.1,8.2,398.7,81,FALSE
1048,1,1_2,10,7,2,8,1,1,F4,Salt1,Salt1,Tri-0,24,37,47.5,9.5,307.8,197,FALSE
1049,3,3_3,1,15,5,13,2,2,F4,Salt1,Salt1,Tri-0,197,33,47.2,11.1,489.2,250,FALSE
1050,5,5_1,9,11,6,5,3,3,F4,Salt1,Salt1,Tri-0,345,34,54.2,14.9,999.6,395,FALSE
1051,1,1_2,2,16,6,15,1,1,F1,Salt1,Salt1,Abd-0,16,28,28.6,9.5,567.7,580,FALSE
1052,3,3_3,13,11,5,8,2,2,F1,Salt1,Salt1,Abd-0,209,26,41.4,14.6,584,436,FALSE
1053,5,5_1,1,1,5,5,3,3,F1,Salt1,Salt1,Abd-0,337,33,32.8,10.6,261.4,232,FALSE
1054,1,1_2,1,12,3,14,1,1,F1,Salt1,Salt1,Ang-0,15,36,45.8,6.5,189.6,239,FALSE
1055,3,3_3,11,6,2,2,2,2,F1,Salt1,Salt1,Ang-0,207,28,30.2,6.2,131.4,187,FALSE
1056,5,5_1,5,16,2,9,3,3,F1,Salt1,Salt1,Ang-0,341,24,43,8.1,190.38,153,FALSE
1057,1,1_2,3,8,3,7,1,1,F1,Salt1,Salt1,aaCol-0,17,25,33.1,8.6,322.4,237,FALSE
1058,3,3_3,8,7,4,9,2,2,F1,Salt1,Salt1,aaCol-0,204,23,32,8.6,171.1,167,FALSE
1059,5,5_1,2,5,6,14,3,3,F1,Salt1,Salt1,aaCol-0,338,26,38.4,10.3,378.5,503,FALSE
1060,1,1_2,13,7,2,5,1,1,F1,Salt1,Salt1,Dja-1,27,20,24.8,6.9,174.1,242,FALSE
1061,3,3_3,7,16,1,14,2,2,F1,Salt1,Salt1,Dja-1,203,21,20.5,8,216.6,284,FALSE
1062,5,5_1,10,4,6,1,3,3,F1,Salt1,Salt1,Dja-1,346,25,28.2,NA,152.9,372,FALSE
1063,1,1_2,11,6,3,2,1,1,F1,Salt1,Salt1,Fei-0,25,NA,NA,NA,NA,NA,FALSE
1064,3,3_3,10,10,1,10,2,2,F1,Salt1,Salt1,Fei-0,206,NA,NA,NA,NA,NA,FALSE
1065,5,5_1,6,3,3,2,3,3,F1,Salt1,Salt1,Fei-0,342,NA,NA,NA,NA,NA,FALSE
1066,1,1_2,9,6,5,14,1,1,F1,Salt1,Salt1,Ler-0,23,NA,NA,NA,NA,NA,FALSE
1067,3,3_3,6,15,3,14,2,2,F1,Salt1,Salt1,Ler-0,202,NA,NA,NA,NA,NA,FALSE
1068,5,5_1,11,2,3,5,3,3,F1,Salt1,Salt1,Ler-0,347,NA,NA,NA,NA,NA,FALSE
1069,1,1_2,14,2,2,13,1,1,F1,Salt1,Salt1,Sap-0,28,35,49.1,NA,NA,199,FALSE
1070,3,3_3,4,14,3,14,2,2,F1,Salt1,Salt1,Sap-0,200,28,48.4,7.5,231.5,520,FALSE
1071,5,5_1,7,14,2,11,3,3,F1,Salt1,Salt1,Sap-0,343,27,50.2,7.5,355,320,FALSE
1072,1,1_2,4,3,6,3,1,1,F1,Salt1,Salt1,Tol-0,18,28,51.8,10.5,243,230,FALSE
1073,3,3_3,12,9,5,10,2,2,F1,Salt1,Salt1,Tol-0,208,29,49,11.4,489.6,393,FALSE
1074,5,5_1,12,11,1,15,3,3,F1,Salt1,Salt1,Tol-0,348,25,43,7.9,324.8,347,FALSE
1075,1,1_2,12,1,5,15,1,1,F1,Salt1,Salt1,TRE-1,26,NA,NA,NA,NA,NA,FALSE
1076,3,3_3,3,11,3,9,2,2,F1,Salt1,Salt1,TRE-1,199,31,60.6,15.4,719.5,442,FALSE
1077,5,5_1,13,15,5,7,3,3,F1,Salt1,Salt1,TRE-1,349,26,48.8,9.1,277.3,189,FALSE
1078,1,1_2,10,14,5,10,1,1,F1,Salt1,Salt1,Tri-0,24,NA,NA,NA,NA,NA,FALSE
1079,3,3_3,1,15,1,7,2,2,F1,Salt1,Salt1,Tri-0,197,NA,NA,NA,NA,NA,FALSE
1080,5,5_1,9,1,3,10,3,3,F1,Salt1,Salt1,Tri-0,345,NA,NA,NA,NA,NA,FALSE
1081,7,7_5,13,12,4,1,4,4,F2,Salt1,Salt1,Abd-0,503,35,32.2,11.1,293.2,324,FALSE
1082,9,9_4,5,2,4,7,5,5,F2,Salt1,Salt1,Abd-0,649,31,36.6,9.7,303.4,355,FALSE
1083,11,11_5,11,9,3,7,6,6,F2,Salt1,Salt1,Abd-0,837,35,38.5,11.8,462.2,388,FALSE
1084,7,7_5,7,10,6,15,4,4,F2,Salt1,Salt1,Ang-0,497,23,46.4,7.2,309,421,FALSE
1085,9,9_4,1,13,6,6,5,5,F2,Salt1,Salt1,Ang-0,645,36,39.2,6.1,196.2,240,FALSE
1086,11,11_5,5,16,5,10,6,6,F2,Salt1,Salt1,Ang-0,831,23,35.7,6.8,218.1,218,FALSE
1087,7,7_5,1,6,1,4,4,4,F2,Salt1,Salt1,aaCol-0,491,20,36,9.4,253.4,379,FALSE
1088,9,9_4,2,14,1,13,5,5,F2,Salt1,Salt1,aaCol-0,646,22,40.7,10.8,537.2,392,FALSE
1089,11,11_5,14,4,5,1,6,6,F2,Salt1,Salt1,aaCol-0,840,27,55,10.9,339.2,459,FALSE
1090,7,7_5,8,9,5,9,4,4,F2,Salt1,Salt1,Dja-1,498,21,28.9,7.8,188.6,531,FALSE
1091,9,9_4,6,1,2,4,5,5,F2,Salt1,Salt1,Dja-1,650,25,25.6,7.2,150.2,348,FALSE
1092,11,11_5,3,13,1,8,6,6,F2,Salt1,Salt1,Dja-1,829,NA,NA,NA,NA,NA,FALSE
1093,7,7_5,4,2,6,15,4,4,F2,Salt1,Salt1,Fei-0,494,45,40.1,12.6,424.1,307,FALSE
1094,9,9_4,7,2,4,15,5,5,F2,Salt1,Salt1,Fei-0,651,50,44.2,11.5,458.5,264,FALSE
1095,11,11_5,7,2,4,9,6,6,F2,Salt1,Salt1,Fei-0,833,36,45.2,7.8,223.3,367,FALSE
1096,7,7_5,10,15,4,8,4,4,F2,Salt1,Salt1,Ler-0,500,16,25.4,5.2,123.4,106,FALSE
1097,9,9_4,13,15,4,9,5,5,F2,Salt1,Salt1,Ler-0,657,17,24.1,4,112.9,171,FALSE
1098,11,11_5,2,5,2,12,6,6,F2,Salt1,Salt1,Ler-0,828,18,19.2,NA,69.7,112,FALSE
1099,7,7_5,3,5,1,1,4,4,F2,Salt1,Salt1,Sap-0,493,37,48.2,5.6,392.7,531,FALSE
1100,9,9_4,8,13,4,14,5,5,F2,Salt1,Salt1,Sap-0,652,39,52.1,8.2,421.9,485,FALSE
1101,11,11_5,12,10,3,10,6,6,F2,Salt1,Salt1,Sap-0,838,29,41.2,8.3,279.5,414,FALSE
1102,7,7_5,11,4,1,13,4,4,F2,Salt1,Salt1,Tol-0,501,27,46.2,7.2,266.6,212,FALSE
1103,9,9_4,10,8,4,4,5,5,F2,Salt1,Salt1,Tol-0,654,27,45.4,9.5,291.6,268,FALSE
1104,11,11_5,6,2,6,3,6,6,F2,Salt1,Salt1,Tol-0,832,33,55,9.7,304.9,274,FALSE
1105,7,7_5,9,4,1,8,4,4,F2,Salt1,Salt1,TRE-1,499,25,37.2,NA,83.8,152,FALSE
1106,9,9_4,9,13,6,14,5,5,F2,Salt1,Salt1,TRE-1,653,47,46.2,9.6,571.3,282,FALSE
1107,11,11_5,13,6,3,5,6,6,F2,Salt1,Salt1,TRE-1,839,21,39.2,6.7,164.9,225,FALSE
1108,7,7_5,5,7,5,1,4,4,F2,Salt1,Salt1,Tri-0,495,28,41.8,10.8,203.8,114,FALSE
1109,9,9_4,11,11,2,11,5,5,F2,Salt1,Salt1,Tri-0,655,21,50.3,12.5,323.8,475,FALSE
1110,11,11_5,4,13,6,8,6,6,F2,Salt1,Salt1,Tri-0,830,21,23.6,5,210,95,FALSE
1111,7,7_5,13,13,5,7,4,4,F3,Salt1,Salt1,Abd-0,503,50,35.4,9.2,564.8,272,FALSE
1112,9,9_4,5,5,2,15,5,5,F3,Salt1,Salt1,Abd-0,649,61,32.6,11.2,721.7,169,FALSE
1113,11,11_5,11,5,4,11,6,6,F3,Salt1,Salt1,Abd-0,837,70,32.1,9.6,800.9,63,FALSE
1114,7,7_5,7,4,5,14,4,4,F3,Salt1,Salt1,Ang-0,497,46,34.6,7,269.3,205,FALSE
1115,9,9_4,1,15,4,7,5,5,F3,Salt1,Salt1,Ang-0,645,36,30.6,8.5,326.4,222,FALSE
1116,11,11_5,5,8,1,12,6,6,F3,Salt1,Salt1,Ang-0,831,46,42.3,9.2,647.1,308,FALSE
1117,7,7_5,1,4,4,5,4,4,F3,Salt1,Salt1,aaCol-0,491,29,46.2,9.6,361.7,185,FALSE
1118,9,9_4,2,12,6,14,5,5,F3,Salt1,Salt1,aaCol-0,646,26,46.9,12.2,410.7,417,FALSE
1119,11,11_5,14,13,5,13,6,6,F3,Salt1,Salt1,aaCol-0,840,25,53.3,9.7,326.2,283,FALSE
1120,7,7_5,8,3,2,5,4,4,F3,Salt1,Salt1,Dja-1,498,30,30.5,9.2,229.4,409,FALSE
1121,9,9_4,6,1,4,10,5,5,F3,Salt1,Salt1,Dja-1,650,34,23.4,7.7,200.5,313,FALSE
1122,11,11_5,3,4,5,8,6,6,F3,Salt1,Salt1,Dja-1,829,32,25,5.3,220.5,410,FALSE
1123,7,7_5,4,8,4,1,4,4,F3,Salt1,Salt1,Fei-0,494,31,46.2,10.2,316.9,305,FALSE
1124,9,9_4,7,1,5,13,5,5,F3,Salt1,Salt1,Fei-0,651,33,42,10.3,224.7,312,FALSE
1125,11,11_5,7,2,1,1,6,6,F3,Salt1,Salt1,Fei-0,833,24,34.6,11.2,526.8,78,FALSE
1126,7,7_5,10,15,1,12,4,4,F3,Salt1,Salt1,Ler-0,500,18,25.7,6.2,147.4,166,FALSE
1127,9,9_4,13,14,6,2,5,5,F3,Salt1,Salt1,Ler-0,657,18,25,6.5,NA,246,FALSE
1128,11,11_5,2,6,2,9,6,6,F3,Salt1,Salt1,Ler-0,828,18,20.2,5.8,87,124,FALSE
1129,7,7_5,3,12,2,6,4,4,F3,Salt1,Salt1,Sap-0,493,32,56.5,8.6,NA,362,FALSE
1130,9,9_4,8,3,3,9,5,5,F3,Salt1,Salt1,Sap-0,652,51,52.8,9.8,389.3,70,FALSE
1131,11,11_5,12,12,5,5,6,6,F3,Salt1,Salt1,Sap-0,838,27,40.2,7.5,208.1,355,FALSE
1132,7,7_5,11,8,1,9,4,4,F3,Salt1,Salt1,Tol-0,501,34,46.3,8.6,NA,224,FALSE
1133,9,9_4,10,5,4,4,5,5,F3,Salt1,Salt1,Tol-0,654,44,43.6,10.1,NA,188,FALSE
1134,11,11_5,6,16,5,8,6,6,F3,Salt1,Salt1,Tol-0,832,29,46.9,9.2,390.6,158,FALSE
1135,7,7_5,9,4,1,7,4,4,F3,Salt1,Salt1,TRE-1,499,46,36.2,7.3,236.6,172,FALSE
