layer,P.layer,P.row,treat.1,Generation,bu,ID,ecotype,treat,flt,height,diam,biomass,fruit,rm
1,1,1_1,JA,Anc,NA,4,aaCol-0,JA,29,35.7,7,336.6,403,FALSE
1,1,1_2,Salt1,Anc,NA,17,aaCol-0,Salt1,31,34.3,10,216.1,281,FALSE
1,1,1_3,Salt2,Anc,NA,40,aaCol-0,Salt2,31,32.7,7,213.5,140,FALSE
1,1,1_4,Cd2,Anc,NA,54,aaCol-0,Cd2,29,45.5,7,145.8,251,FALSE
1,1,1_5,actr,Anc,NA,69,aaCol-0,actr1,33,40,10,342.4,363,FALSE
1,1,1_6,Cd1,Anc,NA,83,aaCol-0,Cd1,31,38.2,8.1,203,275,FALSE
1,1,1_7,JActr,Anc,NA,85,aaCol-0,JActr,31,41.6,8.5,247.8,231,FALSE
2,2,2_1,Nutrient2,Anc,NA,105,aaCol-0,Nutrient2,30,39,9,348.6,484,FALSE
2,2,2_2,actr,Anc,NA,125,aaCol-0,actr2,30,41.5,6.6,217.9,282,FALSE
2,2,2_4,Drought,Anc,NA,140,aaCol-0,Drought,30,42.2,6,122.8,127,FALSE
2,2,2_5,Leaf,Anc,NA,148,aaCol-0,Leaf,32,39.5,7.7,247.8,251,FALSE
2,2,2_6,Nutrient1,Anc,NA,158,aaCol-0,Nutrient1,30,32,8,129.5,220,FALSE
3,3,3_1,JA,Anc,NA,173,aaCol-0,JA,36,55.3,5.5,264.6,306,FALSE
3,3,3_2,Salt2,Anc,NA,186,aaCol-0,Salt2,39,32.1,1.5,68.7,58,FALSE
3,3,3_3,Salt1,Anc,NA,204,aaCol-0,Salt1,39,27.6,3.8,40.5,24,FALSE
3,3,3_4,Cd2,Anc,NA,219,aaCol-0,Cd2,32,38.7,4.7,99.8,81,FALSE
3,3,3_5,actr,Anc,NA,238,aaCol-0,actr1,35,40.2,5.5,163.9,113,FALSE
3,3,3_6,JActr,Anc,NA,240,aaCol-0,JActr,34,43.6,6.3,168.9,265,FALSE
3,3,3_7,Cd1,Anc,NA,258,aaCol-0,Cd1,36,42.6,4.3,87.3,103,FALSE
4,4,4_1,Drought,Anc,NA,270,aaCol-0,Drought,34,36.1,NA,75.2,63,FALSE
4,4,4_3,Leaf,Anc,NA,288,aaCol-0,Leaf,35,39.8,6.4,121.7,130,FALSE
4,4,4_4,Nutrient1,Anc,NA,304,aaCol-0,Nutrient1,41,NA,NA,118.7,NA,FALSE
4,4,4_6,actr,Anc,NA,320,aaCol-0,actr2,32,41.5,11.2,318.1,NA,FALSE
4,4,4_7,Nutrient2,Anc,NA,330,aaCol-0,Nutrient2,30,40.3,8.5,266.8,307,FALSE
5,5,5_1,Salt1,Anc,NA,338,aaCol-0,Salt1,34,38.1,5,157,133,FALSE
5,5,5_2,JActr,Anc,NA,363,aaCol-0,JActr,32,48,3.2,190.2,204,FALSE
5,5,5_3,Cd1,Anc,NA,367,aaCol-0,Cd1,39,35.9,6.7,134.8,119,FALSE
5,5,5_4,Cd2,Anc,NA,390,aaCol-0,Cd2,33,42.3,7.1,229,301,FALSE
5,5,5_5,JA,Anc,NA,401,aaCol-0,JA,34,43.8,11,431.1,510,FALSE
5,5,5_6,Salt2,Anc,NA,413,aaCol-0,Salt2,32,29.4,6.8,93.9,73,FALSE
5,5,5_7,actr,Anc,NA,434,aaCol-0,actr1,30,41,8.3,292.5,329,FALSE
7,7,7_1,Cd2,Anc,NA,438,aaCol-0,Cd2,29,30,5,76.9,111,FALSE
7,7,7_2,Cd1,Anc,NA,457,aaCol-0,Cd1,38,31,NA,114,88,FALSE
7,7,7_3,JA,Anc,NA,468,aaCol-0,JA,35,45.6,4.3,200.2,298,FALSE
7,7,7_4,actr,Anc,NA,482,aaCol-0,actr1,32,38.2,5.9,111,203,FALSE
7,7,7_5,Salt1,Anc,NA,491,aaCol-0,Salt1,30,35,NA,184.5,212,FALSE
7,7,7_6,JActr,Anc,NA,516,aaCol-0,JActr,31,38,2.5,68.5,58,FALSE
7,7,7_7,Salt2,Anc,NA,523,aaCol-0,Salt2,27,34.8,2.3,77.6,89,FALSE
8,8,8_1,Drought,Anc,NA,536,aaCol-0,Drought,29,39,5.1,101.3,120,FALSE
8,8,8_2,Nutrient1,Anc,NA,548,aaCol-0,Nutrient1,31,41.2,4,71.8,138,FALSE
8,8,8_3,Nutrient2,Anc,NA,573,aaCol-0,Nutrient2,29,37.4,6.2,336.8,404,FALSE
8,8,8_6,Leaf,Anc,NA,583,aaCol-0,Leaf,34,44.5,11.9,369.7,259,FALSE
8,8,8_7,actr,Anc,NA,598,aaCol-0,actr2,33,53,9.9,269.6,244,FALSE
9,9,9_1,actr,Anc,NA,606,aaCol-0,actr1,32,42.3,6.4,174.9,265,FALSE
9,9,9_2,Cd1,Anc,NA,624,aaCol-0,Cd1,31,54,NA,144.5,36,FALSE
9,9,9_3,Cd2,Anc,NA,640,aaCol-0,Cd2,34,38,7.2,157.2,176,FALSE
9,9,9_4,Salt1,Anc,NA,646,aaCol-0,Salt1,28,38,3,136.2,185,FALSE
9,9,9_5,Salt2,Anc,NA,667,aaCol-0,Salt2,31,34.6,NA,127.2,66,FALSE
9,9,9_6,JA,Anc,NA,682,aaCol-0,JA,31,42,9.1,346.8,408,FALSE
9,9,9_7,JActr,Anc,NA,693,aaCol-0,JActr,31,36.8,9,160.4,63,FALSE
10,10,10_1,actr,Anc,NA,704,aaCol-0,actr2,34,37.6,6,116.5,196,FALSE
10,10,10_2,Drought,Anc,NA,719,aaCol-0,Drought,30,26.3,NA,96.3,92,FALSE
10,10,10_3,Nutrient2,Anc,NA,742,aaCol-0,Nutrient2,31,33,9,218.7,176,FALSE
10,10,10_4,Leaf,Anc,NA,748,aaCol-0,Leaf,32,32.2,7.5,250.6,238,FALSE
10,10,10_5,Nutrient1,Anc,NA,764,aaCol-0,Nutrient1,31,39,7.6,108.7,136,FALSE
11,11,11_1,actr,Anc,NA,774,aaCol-0,actr1,37,36.8,NA,243.5,209,FALSE
11,11,11_2,JActr,Anc,NA,791,aaCol-0,JActr,33,43,6.5,417.1,308,FALSE
11,11,11_3,JA,Anc,NA,807,aaCol-0,JA,33,43.3,8.5,487.8,345,FALSE
11,11,11_4,Cd2,Anc,NA,819,aaCol-0,Cd2,34,43,7.1,210.2,260,FALSE
11,11,11_5,Salt1,Anc,NA,840,aaCol-0,Salt1,36,45.3,9.2,195,147,FALSE
11,11,11_6,Salt2,Anc,NA,842,aaCol-0,Salt2,31,46.5,9.3,183.5,93,FALSE
11,11,11_7,Cd1,Anc,NA,865,aaCol-0,Cd1,34,52,10.4,184.3,257,FALSE
12,12,12_3,Drought,Anc,NA,870,aaCol-0,Drought,38,48.5,7.1,225.2,206,FALSE
12,12,12_4,Nutrient2,Anc,NA,887,aaCol-0,Nutrient2,34,43.3,7.5,498.8,406,FALSE
12,12,12_5,actr,Anc,NA,904,aaCol-0,actr2,38,44,9.5,276.3,310,FALSE
12,12,12_6,Leaf,Anc,NA,918,aaCol-0,Leaf,NA,52,11.2,285.3,238,FALSE
12,12,12_7,Nutrient1,Anc,NA,928,aaCol-0,Nutrient1,35,36.3,4.3,194.8,123,FALSE
6,6,6_1,Leaf,Anc,NA,948,aaCol-0,Leaf,35,24.5,7.3,122.6,79,FALSE
6,6,6_2,Nutrient1,Anc,NA,957,aaCol-0,Nutrient1,34,33,6.2,117.9,216,FALSE
6,6,6_3,Drought,Anc,NA,969,aaCol-0,Drought,33,35.2,NA,190.2,210,FALSE
6,6,6_5,Nutrient2,Anc,NA,988,aaCol-0,Nutrient2,34,43,5.2,NA,264,FALSE
6,6,6_7,actr,Anc,NA,1004,aaCol-0,actr2,39,45.2,9.5,342.6,253,FALSE
1,1,1_1,JA,Anc,NA,2,Abd-0,JA,69,45,12.3,729.3,296,FALSE
1,1,1_2,Salt1,Anc,NA,16,Abd-0,Salt1,42,25.2,7.5,121.9,61,FALSE
1,1,1_3,Salt2,Anc,NA,38,Abd-0,Salt2,NA,NA,7.8,393.8,0,FALSE
1,1,1_4,Cd2,Anc,NA,52,Abd-0,Cd2,39,16.5,9.2,117.6,NA,FALSE
1,1,1_5,actr,Anc,NA,63,Abd-0,actr1,60,44.1,10.6,789.4,235,FALSE
1,1,1_6,Cd1,Anc,NA,79,Abd-0,Cd1,67,21.5,10,457.9,2,FALSE
1,1,1_7,JActr,Anc,NA,87,Abd-0,JActr,NA,55,12.1,921.1,210,FALSE
2,2,2_1,Nutrient2,Anc,NA,106,Abd-0,Nutrient2,65,36.2,10.6,766.3,12,FALSE
2,2,2_2,actr,Anc,NA,115,Abd-0,actr2,57,38,10.8,421,50,FALSE
2,2,2_4,Drought,Anc,NA,131,Abd-0,Drought,65,30.8,8.6,349.2,85,FALSE
2,2,2_5,Leaf,Anc,NA,153,Abd-0,Leaf,NA,36.7,10,348.3,265,FALSE
2,2,2_6,Nutrient1,Anc,NA,156,Abd-0,Nutrient1,NA,34.3,7.7,152.6,185,FALSE
3,3,3_1,JA,Anc,NA,172,Abd-0,JA,68,39,10.5,625.8,244,FALSE
3,3,3_2,Salt2,Anc,NA,184,Abd-0,Salt2,NA,NA,NA,NA,NA,FALSE
3,3,3_3,Salt1,Anc,NA,209,Abd-0,Salt1,68,17.5,7.6,185.9,0,FALSE
3,3,3_4,Cd2,Anc,NA,222,Abd-0,Cd2,63,29.4,10.5,234.8,129,FALSE
3,3,3_5,actr,Anc,NA,226,Abd-0,actr1,NA,40.5,12.6,549.1,218,FALSE
3,3,3_6,JActr,Anc,NA,239,Abd-0,JActr,NA,NA,NA,NA,NA,FALSE
3,3,3_7,Cd1,Anc,NA,255,Abd-0,Cd1,NA,37,8,269.9,127,FALSE
4,4,4_1,Drought,Anc,NA,268,Abd-0,Drought,NA,41,9,222.4,70,FALSE
4,4,4_3,Leaf,Anc,NA,291,Abd-0,Leaf,NA,NA,NA,NA,NA,FALSE
4,4,4_4,Nutrient1,Anc,NA,300,Abd-0,Nutrient1,67,38.2,8.6,296.6,145,FALSE
4,4,4_6,actr,Anc,NA,322,Abd-0,actr2,NA,49,14.5,747.7,278,FALSE
4,4,4_7,Nutrient2,Anc,NA,334,Abd-0,Nutrient2,50,43.5,12.2,785.7,313,FALSE
5,5,5_1,Salt1,Anc,NA,337,Abd-0,Salt1,NA,NA,5.2,NA,NA,FALSE
5,5,5_2,JActr,Anc,NA,358,Abd-0,JActr,NA,15,11.7,333.3,0,FALSE
5,5,5_3,Cd1,Anc,NA,376,Abd-0,Cd1,NA,21.7,6.7,138.2,NA,FALSE
5,5,5_4,Cd2,Anc,NA,380,Abd-0,Cd2,58,31.6,9.6,261.8,14,FALSE
5,5,5_5,JA,Anc,NA,394,Abd-0,JA,49,NA,NA,NA,NA,FALSE
5,5,5_6,Salt2,Anc,NA,419,Abd-0,Salt2,NA,NA,NA,NA,NA,FALSE
5,5,5_7,actr,Anc,NA,422,Abd-0,actr1,NA,31,10.2,579.6,201,FALSE
7,7,7_1,Cd2,Anc,NA,436,Abd-0,Cd2,70,20,7.3,197.7,NA,FALSE
7,7,7_2,Cd1,Anc,NA,451,Abd-0,Cd1,66,29.7,8,320.9,3,FALSE
7,7,7_3,JA,Anc,NA,470,Abd-0,JA,58,40,8.3,259.5,97,FALSE
7,7,7_4,actr,Anc,NA,489,Abd-0,actr1,63,35,8.2,257.1,46,FALSE
7,7,7_5,Salt1,Anc,NA,503,Abd-0,Salt1,58,26,8,319.7,58,FALSE
7,7,7_6,JActr,Anc,NA,511,Abd-0,JActr,58,38.6,8.5,363.8,135,FALSE
7,7,7_7,Salt2,Anc,NA,525,Abd-0,Salt2,NA,NA,9,351.6,NA,FALSE
8,8,8_1,Drought,Anc,NA,534,Abd-0,Drought,NA,NA,8.5,144.9,NA,FALSE
8,8,8_2,Nutrient1,Anc,NA,558,Abd-0,Nutrient1,NA,49.6,11.5,600.4,NA,FALSE
8,8,8_3,Nutrient2,Anc,NA,572,Abd-0,Nutrient2,NA,45.8,13.5,748.5,7,FALSE
8,8,8_6,Leaf,Anc,NA,575,Abd-0,Leaf,NA,40.6,8,370.5,114,FALSE
8,8,8_7,actr,Anc,NA,593,Abd-0,actr2,55,40,11,726.3,68,FALSE
9,9,9_1,actr,Anc,NA,604,Abd-0,actr1,56,40,9.6,177.6,148,FALSE
9,9,9_2,Cd1,Anc,NA,621,Abd-0,Cd1,NA,NA,NA,NA,NA,FALSE
9,9,9_3,Cd2,Anc,NA,631,Abd-0,Cd2,49,19.7,7,169.8,1,FALSE
9,9,9_4,Salt1,Anc,NA,649,Abd-0,Salt1,58,23,8.3,125.1,43,FALSE
9,9,9_5,Salt2,Anc,NA,664,Abd-0,Salt2,58,15.8,6.2,68.5,23,FALSE
9,9,9_6,JA,Anc,NA,676,Abd-0,JA,35,24.8,11,166.4,104,FALSE
9,9,9_7,JActr,Anc,NA,696,Abd-0,JActr,NA,43,14.6,880.7,104,FALSE
10,10,10_1,actr,Anc,NA,702,Abd-0,actr2,64,32,10.2,200.8,129,FALSE
10,10,10_2,Drought,Anc,NA,727,Abd-0,Drought,56,NA,NA,277.7,NA,FALSE
10,10,10_3,Nutrient2,Anc,NA,730,Abd-0,Nutrient2,NA,40.2,14,658.3,43,FALSE
10,10,10_4,Leaf,Anc,NA,755,Abd-0,Leaf,60,24.2,8,182.3,118,FALSE
10,10,10_5,Nutrient1,Anc,NA,762,Abd-0,Nutrient1,58,25.6,9.4,107.4,50,FALSE
11,11,11_1,actr,Anc,NA,772,Abd-0,actr1,62,44,12.6,667.2,108,FALSE
11,11,11_2,JActr,Anc,NA,795,Abd-0,JActr,64,39.4,13.5,825.1,141,FALSE
11,11,11_3,JA,Anc,NA,799,Abd-0,JA,42,45,8.6,620.1,223,FALSE
11,11,11_4,Cd2,Anc,NA,815,Abd-0,Cd2,21,27.2,NA,90.9,135,FALSE
11,11,11_5,Salt1,Anc,NA,837,Abd-0,Salt1,51,29,7.6,189.3,80,FALSE
11,11,11_6,Salt2,Anc,NA,851,Abd-0,Salt2,45,NA,NA,99.3,0,FALSE
11,11,11_7,Cd1,Anc,NA,856,Abd-0,Cd1,68,33.6,9.8,252.8,142,FALSE
12,12,12_3,Drought,Anc,NA,873,Abd-0,Drought,50,35,7.3,240.4,140,FALSE
12,12,12_4,Nutrient2,Anc,NA,883,Abd-0,Nutrient2,57,43,13.4,1003.9,174,FALSE
12,12,12_5,actr,Anc,NA,903,Abd-0,actr2,52,37.1,9,244.1,129,FALSE
12,12,12_6,Leaf,Anc,NA,913,Abd-0,Leaf,NA,NA,NA,NA,NA,FALSE
12,12,12_7,Nutrient1,Anc,NA,926,Abd-0,Nutrient1,56,NA,NA,263.7,NA,FALSE
6,6,6_1,Leaf,Anc,NA,939,Abd-0,Leaf,66,44.3,11.6,560.6,119,FALSE
6,6,6_2,Nutrient1,Anc,NA,955,Abd-0,Nutrient1,NA,39.2,9,202.7,79,FALSE
6,6,6_3,Drought,Anc,NA,977,Abd-0,Drought,64,34.6,8.5,497.9,40,FALSE
6,6,6_5,Nutrient2,Anc,NA,989,Abd-0,Nutrient2,54,44.5,11.4,724.5,153,FALSE
6,6,6_7,actr,Anc,NA,1001,Abd-0,actr2,60,40,10.2,493.9,NA,FALSE
1,1,1_1,JA,Anc,NA,14,Ang-1,JA,47,35.5,7.2,129.7,117,FALSE
1,1,1_2,Salt1,Anc,NA,15,Ang-1,Salt1,45,37.9,10.6,209.1,99,FALSE
1,1,1_3,Salt2,Anc,NA,37,Ang-1,Salt2,NA,36.2,8.2,234.8,98,FALSE
1,1,1_4,Cd2,Anc,NA,51,Ang-1,Cd2,50,28,7.2,144.4,136,FALSE
1,1,1_5,actr,Anc,NA,64,Ang-1,actr1,64,43.5,9,354.6,343,FALSE
1,1,1_6,Cd1,Anc,NA,77,Ang-1,Cd1,58,NA,NA,413.2,NA,FALSE
1,1,1_7,JActr,Anc,NA,86,Ang-1,JActr,43,42.9,8.5,327.2,343,FALSE
2,2,2_1,Nutrient2,Anc,NA,108,Ang-1,Nutrient2,39,41,6.2,208,226,FALSE
2,2,2_2,actr,Anc,NA,120,Ang-1,actr2,58,41.4,10.1,392.8,184,FALSE
2,2,2_4,Drought,Anc,NA,130,Ang-1,Drought,60,37.2,9.2,222.2,117,FALSE
2,2,2_5,Leaf,Anc,NA,142,Ang-1,Leaf,67,46.7,7,168.7,306,FALSE
2,2,2_6,Nutrient1,Anc,NA,168,Ang-1,Nutrient1,40,50.8,10.2,173,195,FALSE
3,3,3_1,JA,Anc,NA,171,Ang-1,JA,30,38.2,7.6,114.1,125,FALSE
3,3,3_2,Salt2,Anc,NA,196,Ang-1,Salt2,40,41.1,11.6,288.5,168,FALSE
3,3,3_3,Salt1,Anc,NA,207,Ang-1,Salt1,52,32.5,10,316.1,176,FALSE
3,3,3_4,Cd2,Anc,NA,211,Ang-1,Cd2,67,35,9.5,242.1,92,FALSE
3,3,3_5,actr,Anc,NA,231,Ang-1,actr1,41,43,9,168.7,242,FALSE
3,3,3_6,JActr,Anc,NA,247,Ang-1,JActr,56,51,9.2,228.2,245,FALSE
3,3,3_7,Cd1,Anc,NA,266,Ang-1,Cd1,58,36,8.2,342.3,205,FALSE
4,4,4_1,Drought,Anc,NA,280,Ang-1,Drought,54,NA,8.5,140.6,10,FALSE
4,4,4_3,Leaf,Anc,NA,293,Ang-1,Leaf,53,39.5,9,283,107,FALSE
4,4,4_4,Nutrient1,Anc,NA,299,Ang-1,Nutrient1,49,46.5,10,301.5,204,FALSE
4,4,4_6,actr,Anc,NA,316,Ang-1,actr2,58,39.5,9.6,248.3,185,FALSE
4,4,4_7,Nutrient2,Anc,NA,325,Ang-1,Nutrient2,48,42.5,10.1,498.1,309,FALSE
5,5,5_1,Salt1,Anc,NA,341,Ang-1,Salt1,40,25.2,NA,38.8,39,FALSE
5,5,5_2,JActr,Anc,NA,354,Ang-1,JActr,40,33.6,10.2,311.5,251,FALSE
5,5,5_3,Cd1,Anc,NA,368,Ang-1,Cd1,54,27,6.3,88.6,127,FALSE
5,5,5_4,Cd2,Anc,NA,387,Ang-1,Cd2,37,27,5.6,203.6,191,FALSE
5,5,5_5,JA,Anc,NA,402,Ang-1,JA,38,43,9.5,421,357,FALSE
5,5,5_6,Salt2,Anc,NA,415,Ang-1,Salt2,39,32.3,7.2,136.7,56,FALSE
5,5,5_7,actr,Anc,NA,428,Ang-1,actr1,42,28.6,NA,97.6,103,FALSE
7,7,7_1,Cd2,Anc,NA,448,Ang-1,Cd2,26,31.1,3.2,84.8,88,FALSE
7,7,7_2,Cd1,Anc,NA,460,Ang-1,Cd1,44,41,9.4,204.7,100,FALSE
7,7,7_3,JA,Anc,NA,464,Ang-1,JA,52,42.5,9.5,262.9,150,FALSE
7,7,7_4,actr,Anc,NA,483,Ang-1,actr1,51,41,8,344.9,226,FALSE
7,7,7_5,Salt1,Anc,NA,497,Ang-1,Salt1,40,42.3,8.5,207.8,91,FALSE
7,7,7_6,JActr,Anc,NA,515,Ang-1,JActr,46,40,7.5,175.3,167,FALSE
7,7,7_7,Salt2,Anc,NA,531,Ang-1,Salt2,46,NA,NA,244.4,NA,FALSE
8,8,8_1,Drought,Anc,NA,546,Ang-1,Drought,28,45.4,6.5,189.6,265,FALSE
8,8,8_2,Nutrient1,Anc,NA,551,Ang-1,Nutrient1,34,39,NA,92.2,140,FALSE
8,8,8_3,Nutrient2,Anc,NA,561,Ang-1,Nutrient2,31,38,NA,156.3,117,FALSE
8,8,8_6,Leaf,Anc,NA,581,Ang-1,Leaf,29,30,6,39.4,112,FALSE
8,8,8_7,actr,Anc,NA,601,Ang-1,actr2,31,NA,NA,236.3,NA,FALSE
9,9,9_1,actr,Anc,NA,616,Ang-1,actr1,56,30.1,7,125.1,170,FALSE
9,9,9_2,Cd1,Anc,NA,618,Ang-1,Cd1,58,48,8,257.4,138,FALSE
9,9,9_3,Cd2,Anc,NA,634,Ang-1,Cd2,40,34,5.5,73.3,105,FALSE
9,9,9_4,Salt1,Anc,NA,645,Ang-1,Salt1,38,38.6,3.6,243,88,FALSE
9,9,9_5,Salt2,Anc,NA,663,Ang-1,Salt2,58,22,2.8,80,6,FALSE
9,9,9_6,JA,Anc,NA,673,Ang-1,JA,53,30.5,6,52.4,53,FALSE
9,9,9_7,JActr,Anc,NA,691,Ang-1,JActr,49,33,NA,106.9,127,FALSE
10,10,10_1,actr,Anc,NA,714,Ang-1,actr2,36,44.1,7.6,72.2,62,FALSE
10,10,10_2,Drought,Anc,NA,720,Ang-1,Drought,49,36.2,8,120.4,60,FALSE
10,10,10_3,Nutrient2,Anc,NA,733,Ang-1,Nutrient2,45,38.5,8.8,405.8,143,FALSE
10,10,10_4,Leaf,Anc,NA,753,Ang-1,Leaf,48,46,6.5,NA,123,FALSE
10,10,10_5,Nutrient1,Anc,NA,759,Ang-1,Nutrient1,37,38.6,6,39.4,54,FALSE
11,11,11_1,actr,Anc,NA,784,Ang-1,actr1,33,33.5,NA,206.3,280,FALSE
11,11,11_2,JActr,Anc,NA,789,Ang-1,JActr,31,43.2,9.2,331.5,214,FALSE
11,11,11_3,JA,Anc,NA,801,Ang-1,JA,42,34,12.8,588.4,301,FALSE
11,11,11_4,Cd2,Anc,NA,821,Ang-1,Cd2,36,37.5,6.5,159.5,134,FALSE
11,11,11_5,Salt1,Anc,NA,831,Ang-1,Salt1,36,39.4,9.9,198.9,203,FALSE
11,11,11_6,Salt2,Anc,NA,843,Ang-1,Salt2,48,31.4,7.5,291.4,176,FALSE
11,11,11_7,Cd1,Anc,NA,866,Ang-1,Cd1,43,37.2,6.3,245.3,256,FALSE
12,12,12_3,Drought,Anc,NA,881,Ang-1,Drought,41,42.2,7.8,310.7,270,FALSE
12,12,12_4,Nutrient2,Anc,NA,885,Ang-1,Nutrient2,42,NA,NA,659.1,NA,FALSE
12,12,12_5,actr,Anc,NA,905,Ang-1,actr2,42,44.6,7.3,277.9,233,FALSE
12,12,12_6,Leaf,Anc,NA,924,Ang-1,Leaf,42,45,7,263.6,205,FALSE
12,12,12_7,Nutrient1,Anc,NA,938,Ang-1,Nutrient1,39,43,9,188.2,141,FALSE
6,6,6_1,Leaf,Anc,NA,940,Ang-1,Leaf,38,34,4,87.5,139,FALSE
6,6,6_2,Nutrient1,Anc,NA,958,Ang-1,Nutrient1,40,53,10.5,248.6,243,FALSE
6,6,6_3,Drought,Anc,NA,974,Ang-1,Drought,39,40.3,NA,143.5,102,FALSE
6,6,6_5,Nutrient2,Anc,NA,990,Ang-1,Nutrient2,38,48.7,12.5,558.7,350,FALSE
6,6,6_7,actr,Anc,NA,1006,Ang-1,actr2,40,36,7,208.6,365,FALSE
1,1,1_1,JA,Anc,NA,9,Dja-1,JA,67,16.1,8.2,214.8,54,FALSE
1,1,1_2,Salt1,Anc,NA,27,Dja-1,Salt1,NA,NA,NA,NA,NA,FALSE
1,1,1_3,Salt2,Anc,NA,34,Dja-1,Salt2,47,4,7,138.1,9,FALSE
1,1,1_4,Cd2,Anc,NA,48,Dja-1,Cd2,58,6.6,6.3,118.2,0,FALSE
1,1,1_5,actr,Anc,NA,68,Dja-1,actr1,58,13.5,NA,106.3,37,FALSE
1,1,1_6,Cd1,Anc,NA,72,Dja-1,Cd1,57,13,NA,125.7,NA,FALSE
1,1,1_7,JActr,Anc,NA,91,Dja-1,JActr,50,26.5,10.6,197.5,285,FALSE
2,2,2_1,Nutrient2,Anc,NA,110,Dja-1,Nutrient2,59,19.5,10,422.2,43,FALSE
2,2,2_2,actr,Anc,NA,126,Dja-1,actr2,55,17.6,NA,105.5,79,FALSE
2,2,2_5,Leaf,Anc,NA,149,Dja-1,Leaf,50,21.6,9,296.3,125,FALSE
2,2,2_6,Nutrient1,Anc,NA,163,Dja-1,Nutrient1,59,21.2,NA,54.6,62,FALSE
3,3,3_1,JA,Anc,NA,175,Dja-1,JA,63,26,NA,341.6,489,FALSE
3,3,3_2,Salt2,Anc,NA,191,Dja-1,Salt2,49,10,7.5,147.2,51,FALSE
3,3,3_3,Salt1,Anc,NA,203,Dja-1,Salt1,47,13.8,7.5,169.9,55,FALSE
3,3,3_4,Cd2,Anc,NA,220,Dja-1,Cd2,46,NA,NA,NA,NA,FALSE
3,3,3_5,actr,Anc,NA,235,Dja-1,actr1,51,19.3,8.5,NA,109,FALSE
3,3,3_6,JActr,Anc,NA,249,Dja-1,JActr,52,24,8.5,245.2,203,FALSE
3,3,3_7,Cd1,Anc,NA,263,Dja-1,Cd1,51,18.6,NA,237.9,105,FALSE
4,4,4_1,Drought,Anc,NA,275,Dja-1,Drought,46,28,NA,172.9,212,FALSE
4,4,4_3,Leaf,Anc,NA,290,Dja-1,Leaf,56,14.3,8.1,239.3,63,FALSE
4,4,4_4,Nutrient1,Anc,NA,301,Dja-1,Nutrient1,57,20,3.5,39,50,FALSE
4,4,4_6,actr,Anc,NA,319,Dja-1,actr2,47,25.3,8,455.9,143,FALSE
4,4,4_7,Nutrient2,Anc,NA,328,Dja-1,Nutrient2,52,23.2,8.5,483.3,312,FALSE
5,5,5_1,Salt1,Anc,NA,346,Dja-1,Salt1,49,13.1,7.2,129.4,110,FALSE
5,5,5_2,JActr,Anc,NA,355,Dja-1,JActr,58,27.2,8.6,454.1,313,FALSE
5,5,5_3,Cd1,Anc,NA,366,Dja-1,Cd1,46,24,7.8,103.7,76,FALSE
5,5,5_4,Cd2,Anc,NA,385,Dja-1,Cd2,44,22.5,6.2,144.9,116,FALSE
5,5,5_5,JA,Anc,NA,395,Dja-1,JA,58,20,7,558.6,181,FALSE
5,5,5_6,Salt2,Anc,NA,417,Dja-1,Salt2,39,30.2,3.6,99.7,95,FALSE
5,5,5_7,actr,Anc,NA,430,Dja-1,actr1,46,18.2,6.8,207.6,131,FALSE
7,7,7_1,Cd2,Anc,NA,443,Dja-1,Cd2,57,9,6,133.9,0,FALSE
7,7,7_2,Cd1,Anc,NA,459,Dja-1,Cd1,48,18.1,6.3,199,44,FALSE
7,7,7_3,JA,Anc,NA,465,Dja-1,JA,51,21.4,NA,87,145,FALSE
7,7,7_4,actr,Anc,NA,485,Dja-1,actr1,47,21,9,129.3,115,FALSE
7,7,7_5,Salt1,Anc,NA,498,Dja-1,Salt1,51,NA,NA,77.4,NA,FALSE
7,7,7_6,JActr,Anc,NA,507,Dja-1,JActr,40,18,6,121.4,150,FALSE
7,7,7_7,Salt2,Anc,NA,521,Dja-1,Salt2,49,5.2,4.6,86.2,8,FALSE
8,8,8_1,Drought,Anc,NA,541,Dja-1,Drought,50,23.4,NA,191.3,103,FALSE
8,8,8_2,Nutrient1,Anc,NA,557,Dja-1,Nutrient1,48,21,NA,94.6,138,FALSE
8,8,8_3,Nutrient2,Anc,NA,571,Dja-1,Nutrient2,NA,22,NA,564.9,151,FALSE
8,8,8_6,Leaf,Anc,NA,582,Dja-1,Leaf,59,24.8,9,374.8,242,FALSE
8,8,8_7,actr,Anc,NA,596,Dja-1,actr2,46,29.2,10,461.4,435,FALSE
9,9,9_1,actr,Anc,NA,611,Dja-1,actr1,58,23.3,7,230.1,238,FALSE
9,9,9_2,Cd1,Anc,NA,628,Dja-1,Cd1,NA,13,NA,12,9,FALSE
9,9,9_3,Cd2,Anc,NA,643,Dja-1,Cd2,58,12.8,NA,137.3,2,FALSE
9,9,9_4,Salt1,Anc,NA,650,Dja-1,Salt1,50,16.7,NA,178.7,175,FALSE
9,9,9_5,Salt2,Anc,NA,666,Dja-1,Salt2,50,5.5,NA,33.1,3,FALSE
9,9,9_6,JA,Anc,NA,683,Dja-1,JA,65,26.8,NA,391.8,366,FALSE
9,9,9_7,JActr,Anc,NA,689,Dja-1,JActr,58,26.5,9,412.7,236,FALSE
10,10,10_1,actr,Anc,NA,709,Dja-1,actr2,44,12.5,9,89.9,11,FALSE
