layer,P.layer,P.row,replicate,Row,Col,treat.1,Generation,ecotype,treat,flt,height,diam,biomass,fruit,rm,id
4,4,4_7,2,5,13,Nutrient2,F3,TRE-1,Nutrient2,58,40.7,11.3,488.8,102,FALSE,336
12,5,5_1,3,3,9,Salt1,F3,TRE-1,Salt1,44,47.8,11,528.2,161,FALSE,349
12,5,5_2,3,1,11,JActr,F3,TRE-1,JActr,36,62.5,13.2,819.7,344,FALSE,359
12,5,5_3,3,5,12,Cd1,F3,TRE-1,Cd1,41,43.3,10.3,472.4,157,FALSE,378
8,5,5_4,3,4,13,Cd2,F3,TRE-1,Cd2,49,44.2,10.5,316.8,90,FALSE,392
12,5,5_5,3,4,11,JA,F3,TRE-1,JA,40,52,12,482,94,FALSE,405
12,5,5_6,3,1,9,Salt2,F3,TRE-1,Salt2,24,33,NA,202.6,209,FALSE,414
8,5,5_7,3,6,5,actr,F3,TRE-1,actr1,52,43.7,11.4,570.6,178,FALSE,421
3,7,7_1,4,1,8,Cd2,F3,TRE-1,Cd2,54,50.3,9.3,454.3,110,FALSE,446
3,7,7_2,4,5,3,Cd1,F3,TRE-1,Cd1,53,42.7,11.4,533.2,98,FALSE,458
10,7,7_3,4,5,13,JA,F3,TRE-1,JA,63,44.8,10.4,NA,125,FALSE,471
10,7,7_4,4,3,10,actr,F3,TRE-1,actr1,38,39.8,11.4,273.1,166,FALSE,480
3,7,7_5,4,3,4,Salt1,F3,TRE-1,Salt1,50,38.5,8.8,334.2,183,FALSE,499
3,7,7_6,4,5,14,JActr,F3,TRE-1,JActr,NA,NA,NA,NA,NA,FALSE,505
3,7,7_7,4,3,11,Salt2,F3,TRE-1,Salt2,21,33.5,5.2,131.1,184,FALSE,529
10,8,8_1,4,5,11,Drought,F3,TRE-1,Drought,48,38.3,12.7,576.6,220,FALSE,544
10,8,8_2,4,6,3,Nutrient1,F3,TRE-1,Nutrient1,64,43,9.7,NA,126,FALSE,555
10,8,8_3,4,4,14,Nutrient2,F3,TRE-1,Nutrient2,44,48.5,11.9,369.6,126,FALSE,564
3,8,8_6,4,6,3,Leaf,F3,TRE-1,Leaf,NA,NA,NA,435.3,NA,FALSE,580
3,8,8_7,4,6,10,actr,F3,TRE-1,actr2,54,49.9,12.9,779.3,188,FALSE,595
5,9,9_1,5,4,8,actr,F3,TRE-1,actr1,54,56,11,668.4,175,FALSE,614
5,9,9_2,5,1,13,Cd1,F3,TRE-1,Cd1,59,40.3,11.6,558,105,FALSE,629
5,9,9_3,5,4,13,Cd2,F3,TRE-1,Cd2,50,48.6,12,573.3,156,FALSE,632
5,9,9_4,5,3,5,Salt1,F3,TRE-1,Salt1,60,45,10.9,608.8,150,FALSE,653
5,9,9_5,5,5,2,Salt2,F3,TRE-1,Salt2,26,34.5,7.4,221.3,147,FALSE,659
5,9,9_6,5,4,7,JA,F3,TRE-1,JA,47,46.2,11.3,585.4,119,FALSE,681
7,9,9_7,5,4,5,JActr,F3,TRE-1,JActr,34,50.2,11,300.5,121,FALSE,700
7,10,10_1,5,6,7,actr,F3,TRE-1,actr2,59,39,9.4,392.7,67,FALSE,712
7,10,10_2,5,1,5,Drought,F3,TRE-1,Drought,52,39.9,11.7,500.1,169,FALSE,722
7,10,10_3,5,2,9,Nutrient2,F3,TRE-1,Nutrient2,67,33.8,11.8,574.7,121,FALSE,731
5,10,10_4,5,6,3,Leaf,F3,TRE-1,Leaf,61,42,9.3,509.5,110,FALSE,754
5,10,10_5,5,1,1,Nutrient1,F3,TRE-1,Nutrient1,63,48.1,12.3,NA,183,FALSE,760
9,11,11_1,6,1,8,actr,F3,TRE-1,actr1,49,53.5,11.5,447.9,166,FALSE,782
2,11,11_2,6,2,7,JActr,F3,TRE-1,JActr,55,44.2,13.4,652.8,198,FALSE,788
2,11,11_3,6,3,11,JA,F3,TRE-1,JA,50,43.4,11.9,693.6,184,FALSE,808
2,11,11_4,6,4,4,Cd2,F3,TRE-1,Cd2,57,51.1,11.1,834.3,202,FALSE,816
2,11,11_5,6,3,13,Salt1,F3,TRE-1,Salt1,51,46.5,12.2,817.3,237,FALSE,839
9,11,11_6,6,2,13,Salt2,F3,TRE-1,Salt2,24,29.6,7.7,144.2,153,FALSE,849
2,11,11_7,6,2,11,Cd1,F3,TRE-1,Cd1,54,50.7,12,718.5,164,FALSE,868
2,12,12_3,6,1,6,Drought,F3,TRE-1,Drought,41,47.6,14.6,709.1,345,FALSE,882
2,12,12_4,6,6,5,Nutrient2,F3,TRE-1,Nutrient2,59,41.1,11.6,799.2,136,FALSE,894
2,12,12_5,6,3,14,actr,F3,TRE-1,actr2,50,42.8,11.2,782.6,165,FALSE,897
2,12,12_6,6,1,5,Leaf,F3,TRE-1,Leaf,38,58.5,13.4,530.1,201,FALSE,922
9,12,12_7,6,4,14,Nutrient1,F3,TRE-1,Nutrient1,61,39.8,12.2,528.9,110,FALSE,936
12,6,6_1,3,5,2,Leaf,F3,TRE-1,Leaf,28,41.2,11.7,326.8,196,FALSE,946
8,6,6_2,3,2,12,Nutrient1,F3,TRE-1,Nutrient1,45,46.9,13,555.7,164,FALSE,956
8,6,6_3,3,4,1,Drought,F3,TRE-1,Drought,55,45.4,10,450.2,117,FALSE,971
8,6,6_5,3,3,11,Nutrient2,F3,TRE-1,Nutrient2,55,47.1,10.9,441.5,127,FALSE,983
12,6,6_7,3,5,7,actr,F3,TRE-1,actr2,43,44.5,10.9,640.4,190,FALSE,1002
9,1,1_1,1,4,3,JA,F4,TRE-1,JA,35,51.7,7.5,195.1,119,FALSE,12
5,1,1_3,1,2,1,Salt2,F4,TRE-1,Salt2,20,30.4,5.5,137.5,213,FALSE,33
9,1,1_4,1,4,8,Cd2,F4,TRE-1,Cd2,46,44.1,6.7,212.8,104,FALSE,47
5,1,1_5,1,1,4,actr,F4,TRE-1,actr1,40,52.3,10.2,344.6,162,FALSE,60
5,1,1_6,1,6,13,Cd1,F4,TRE-1,Cd1,76,39.1,4.4,149.2,51,FALSE,71
9,1,1_7,1,5,8,JActr,F4,TRE-1,JActr,37,50.3,5.5,150.4,110,FALSE,90
9,2,2_1,1,4,7,Nutrient2,F4,TRE-1,Nutrient2,38,52.4,8.1,309,131,FALSE,109
9,2,2_2,1,5,4,actr,F4,TRE-1,actr2,53,46,5.1,169.1,61,FALSE,123
9,2,2_4,1,1,8,Drought,F4,TRE-1,Drought,56,26.2,8.4,321.8,106,FALSE,128
5,2,2_5,1,1,1,Leaf,F4,TRE-1,Leaf,49,43,8.5,290.3,129,FALSE,151
9,2,2_6,1,3,14,Nutrient1,F4,TRE-1,Nutrient1,52,48.2,11.2,NA,115,FALSE,166
7,3,3_1,2,6,2,JA,F4,TRE-1,JA,70,21.3,7.7,261.9,23,FALSE,178
7,3,3_2,2,1,1,Salt2,F4,TRE-1,Salt2,21,28,NA,42.6,128,FALSE,194
4,3,3_3,2,2,3,Salt1,F4,TRE-1,Salt1,48,38.5,7.4,381.4,145,FALSE,199
7,3,3_4,2,4,5,Cd2,F4,TRE-1,Cd2,59,28.4,5,NA,29,FALSE,223
4,3,3_5,2,1,9,actr,F4,TRE-1,actr1,66,31.5,8.2,257.4,35,FALSE,234
7,3,3_6,2,3,12,JActr,F4,TRE-1,JActr,69,28.9,10,236.7,33,FALSE,243
7,3,3_7,2,2,6,Cd1,F4,TRE-1,Cd1,53,43.3,7.8,198.2,48,FALSE,259
7,4,4_1,2,1,13,Drought,F4,TRE-1,Drought,83,NA,NA,NA,NA,FALSE,278
4,4,4_3,2,6,2,Leaf,F4,TRE-1,Leaf,NA,36,7.6,142,149,FALSE,294
4,4,4_4,2,5,7,Nutrient1,F4,TRE-1,Nutrient1,39,51.6,12,NA,96,FALSE,295
7,4,4_6,2,1,7,actr,F4,TRE-1,actr2,53,39,9.3,228.6,74,FALSE,309
4,4,4_7,2,3,11,Nutrient2,F4,TRE-1,Nutrient2,39,54.9,10.4,326.2,132,FALSE,336
1,5,5_1,3,4,4,Salt1,F4,TRE-1,Salt1,54,34.5,9.4,329.1,52,FALSE,349
1,5,5_2,3,3,9,JActr,F4,TRE-1,JActr,55,26.3,6.5,263.3,29,FALSE,359
1,5,5_3,3,5,11,Cd1,F4,TRE-1,Cd1,53,43.9,6.6,266.3,73,FALSE,378
12,5,5_4,3,3,3,Cd2,F4,TRE-1,Cd2,43,46.5,10.3,319.4,108,FALSE,392
1,5,5_5,3,6,4,JA,F4,TRE-1,JA,68,32.8,7.3,231.9,73,FALSE,405
1,5,5_6,3,2,7,Salt2,F4,TRE-1,Salt2,23,30.1,4.2,76,156,FALSE,414
12,5,5_7,3,2,14,actr,F4,TRE-1,actr1,56,48.4,8.9,236.2,85,FALSE,421
8,7,7_1,4,6,2,Cd2,F4,TRE-1,Cd2,30,51.1,9.8,208.2,111,FALSE,446
2,7,7_2,4,6,13,Cd1,F4,TRE-1,Cd1,71,45.5,7.3,270.1,94,FALSE,458
2,7,7_3,4,3,11,JA,F4,TRE-1,JA,50,52.5,12.3,469.7,139,FALSE,471
8,7,7_4,4,3,13,actr,F4,TRE-1,actr1,27,38.6,9.8,159.8,169,FALSE,480
8,7,7_5,4,2,5,Salt1,F4,TRE-1,Salt1,51,33.5,6.3,NA,99,FALSE,499
2,7,7_6,4,1,3,JActr,F4,TRE-1,JActr,38,54.3,9.2,278.6,139,FALSE,505
2,7,7_7,4,1,7,Salt2,F4,TRE-1,Salt2,22,31.4,7.1,125.9,187,FALSE,529
2,8,8_1,4,1,14,Drought,F4,TRE-1,Drought,68,19.3,6.3,288.6,60,FALSE,544
8,8,8_2,4,1,1,Nutrient1,F4,TRE-1,Nutrient1,92,24.9,NA,81.4,128,FALSE,555
2,8,8_3,4,3,8,Nutrient2,F4,TRE-1,Nutrient2,44,39.9,10.1,282.2,88,FALSE,564
2,8,8_6,4,3,13,Leaf,F4,TRE-1,Leaf,53,43.5,8,293.1,90,FALSE,580
8,8,8_7,4,1,11,actr,F4,TRE-1,actr2,53,38.1,6.2,235,55,FALSE,595
10,9,9_1,5,6,10,actr,F4,TRE-1,actr1,NA,38.4,9.1,NA,73,FALSE,614
10,9,9_2,5,1,1,Cd1,F4,TRE-1,Cd1,55,44.5,7.1,281.2,98,FALSE,629
3,9,9_3,5,2,6,Cd2,F4,TRE-1,Cd2,43,42.9,10.9,427.1,164,FALSE,632
3,9,9_4,5,1,14,Salt1,F4,TRE-1,Salt1,56,46.4,11.5,578.8,194,FALSE,653
3,9,9_5,5,3,11,Salt2,F4,TRE-1,Salt2,21,28.9,NA,113.6,156,FALSE,659
10,9,9_6,5,2,12,JA,F4,TRE-1,JA,48,43.5,10,396.1,133,FALSE,681
10,9,9_7,5,3,1,JActr,F4,TRE-1,JActr,28,52.2,9.4,165.3,159,FALSE,700
3,10,10_1,5,5,6,actr,F4,TRE-1,actr2,73,44.3,8.7,642.8,237,FALSE,712
3,10,10_2,5,5,2,Drought,F4,TRE-1,Drought,59,36.5,10.6,460,81,FALSE,722
3,10,10_3,5,6,2,Nutrient2,F4,TRE-1,Nutrient2,62,41.8,8.6,405.1,135,FALSE,731
3,10,10_4,5,5,7,Leaf,F4,TRE-1,Leaf,73,56.8,9.7,564.4,188,FALSE,754
10,10,10_5,5,1,10,Nutrient1,F4,TRE-1,Nutrient1,48,49.4,7.9,238.6,88,FALSE,760
11,11,11_1,6,2,12,actr,F4,TRE-1,actr1,54,46,5.6,351.5,104,FALSE,782
6,11,11_2,6,2,4,JActr,F4,TRE-1,JActr,43,45.9,7.5,130.8,120,FALSE,788
6,11,11_3,6,3,3,JA,F4,TRE-1,JA,48,43.3,6.7,253.9,135,FALSE,808
6,11,11_4,6,6,6,Cd2,F4,TRE-1,Cd2,45,43.6,7,304.8,133,FALSE,816
11,11,11_5,6,1,7,Salt1,F4,TRE-1,Salt1,35,40.4,12.6,403.5,139,FALSE,839
6,11,11_6,6,2,9,Salt2,F4,TRE-1,Salt2,17,27.8,NA,47.5,78,FALSE,849
6,11,11_7,6,1,10,Cd1,F4,TRE-1,Cd1,102,NA,NA,NA,NA,FALSE,868
6,12,12_3,6,5,11,Drought,F4,TRE-1,Drought,45,46,9.2,454.3,165,FALSE,882
11,12,12_4,6,5,3,Nutrient2,F4,TRE-1,Nutrient2,66,32,7,280.8,37,FALSE,894
11,12,12_5,6,3,7,actr,F4,TRE-1,actr2,53,41.8,8.8,421.8,132,FALSE,897
6,12,12_6,6,4,2,Leaf,F4,TRE-1,Leaf,46,43.1,6.7,325.1,114,FALSE,922
6,12,12_7,6,2,14,Nutrient1,F4,TRE-1,Nutrient1,41,56.4,9,225.9,118,FALSE,936
12,6,6_1,3,5,11,Leaf,F4,TRE-1,Leaf,24,31.6,6.2,122.8,113,FALSE,946
12,6,6_2,3,2,2,Nutrient1,F4,TRE-1,Nutrient1,47,51.6,9.6,422.1,160,FALSE,956
12,6,6_3,3,6,11,Drought,F4,TRE-1,Drought,51,43.7,8.6,380,112,FALSE,971
12,6,6_5,3,3,7,Nutrient2,F4,TRE-1,Nutrient2,44,41.8,5.9,135.1,74,FALSE,983
1,6,6_7,3,1,12,actr,F4,TRE-1,actr2,NA,NA,NA,NA,NA,FALSE,1002
4,1,1_1,1,1,14,JA,F1,Tri-0,JA,59,55,12.6,251.3,108,FALSE,11
3,1,1_2,1,5,7,Salt1,F1,Tri-0,Salt1,47,48.4,11.9,243.3,148,FALSE,24
3,1,1_3,1,1,5,Salt2,F1,Tri-0,Salt2,45,43.4,8.8,139.1,102,FALSE,30
3,1,1_4,1,5,8,Cd2,F1,Tri-0,Cd2,48,46.5,10.4,266.6,155,FALSE,44
3,1,1_5,1,2,9,actr,F1,Tri-0,actr1,44,48.3,9.6,205.4,129,FALSE,57
4,1,1_6,1,2,10,Cd1,F1,Tri-0,Cd1,50,51,11.5,343.4,184,FALSE,80
3,1,1_7,1,6,7,JActr,F1,Tri-0,JActr,48,38.6,11.7,270.8,144,FALSE,96
3,2,2_1,1,1,14,Nutrient2,F1,Tri-0,Nutrient2,49,45,12.1,213.6,95,FALSE,102
4,2,2_2,1,4,13,actr,F1,Tri-0,actr2,54,47.8,9.7,172.8,90,FALSE,114
3,2,2_4,1,1,4,Drought,F1,Tri-0,Drought,58,49.9,12,375.6,162,FALSE,132
4,2,2_5,1,5,5,Leaf,F1,Tri-0,Leaf,57,49.5,10.6,222,93,FALSE,143
3,2,2_6,1,3,6,Nutrient1,F1,Tri-0,Nutrient1,49,42.5,10.9,215.4,129,FALSE,165
5,3,3_1,2,6,6,JA,F1,Tri-0,JA,60,47.8,6.4,147.7,80,FALSE,176
9,3,3_2,2,3,8,Salt2,F1,Tri-0,Salt2,52,48.2,8.5,148.3,139,FALSE,193
9,3,3_3,2,1,9,Salt1,F1,Tri-0,Salt1,60,49.5,9.5,271.5,111,FALSE,197
9,3,3_4,2,6,13,Cd2,F1,Tri-0,Cd2,55,46.8,11.3,258.3,111,FALSE,216
9,3,3_5,2,6,2,actr,F1,Tri-0,actr1,60,50,9.5,323.3,126,FALSE,236
9,3,3_6,2,6,5,JActr,F1,Tri-0,JActr,52,45.2,12,257.3,105,FALSE,252
9,3,3_7,2,6,14,Cd1,F1,Tri-0,Cd1,55,46.7,12.9,307.3,116,FALSE,254
5,4,4_1,2,3,14,Drought,F1,Tri-0,Drought,55,50.5,11.8,291,149,FALSE,277
5,4,4_3,2,4,7,Leaf,F1,Tri-0,Leaf,52,44.4,8.9,201.8,87,FALSE,283
5,4,4_4,2,1,4,Nutrient1,F1,Tri-0,Nutrient1,46,49.3,9.8,216.4,105,FALSE,308
5,4,4_6,2,5,9,actr,F1,Tri-0,actr2,62,49.3,7.5,107.9,41,FALSE,317
5,4,4_7,2,3,5,Nutrient2,F1,Tri-0,Nutrient2,52,44.5,9.7,196.1,126,FALSE,324
11,5,5_1,3,2,5,Salt1,F1,Tri-0,Salt1,54,47.7,11,233.1,97,FALSE,345
1,5,5_2,3,3,14,JActr,F1,Tri-0,JActr,48,41.1,9,142.6,74,FALSE,356
11,5,5_3,3,4,10,Cd1,F1,Tri-0,Cd1,59,46.4,8.6,221.4,101,FALSE,370
11,5,5_4,3,5,13,Cd2,F1,Tri-0,Cd2,52,45,5.7,97.8,59,FALSE,381
1,5,5_5,3,4,1,JA,F1,Tri-0,JA,51,39.8,8.9,110.1,67,FALSE,397
1,5,5_6,3,4,7,Salt2,F1,Tri-0,Salt2,43,37.6,6.2,64.7,74,FALSE,409
1,5,5_7,3,3,6,actr,F1,Tri-0,actr1,42,39.3,7.8,117.4,97,FALSE,432
6,7,7_1,4,4,1,Cd2,F1,Tri-0,Cd2,55,47.2,9,156.7,70,FALSE,445
8,7,7_2,4,3,9,Cd1,F1,Tri-0,Cd1,55,48.5,10.6,248.4,132,FALSE,455
8,7,7_3,4,1,13,JA,F1,Tri-0,JA,67,45.4,7.8,117.8,59,FALSE,476
8,7,7_4,4,5,3,actr,F1,Tri-0,actr1,67,43.4,7.3,141.3,43,FALSE,477
8,7,7_5,4,6,6,Salt1,F1,Tri-0,Salt1,42,47.8,8,142.1,134,FALSE,495
8,7,7_6,4,4,7,JActr,F1,Tri-0,JActr,51,51.8,10.5,228.6,128,FALSE,506
6,7,7_7,4,4,6,Salt2,F1,Tri-0,Salt2,34,34,6.4,91.8,117,FALSE,524
6,8,8_1,4,3,4,Drought,F1,Tri-0,Drought,52,47.6,11.3,385,173,FALSE,543
8,8,8_2,4,3,3,Nutrient1,F1,Tri-0,Nutrient1,46,48,9.4,165.4,123,FALSE,554
6,8,8_3,4,3,3,Nutrient2,F1,Tri-0,Nutrient2,35,29,6.4,113.6,174,FALSE,569
8,8,8_6,4,4,14,Leaf,F1,Tri-0,Leaf,55,42.4,9.8,141.7,62,FALSE,584
8,8,8_7,4,3,6,actr,F1,Tri-0,actr2,51,56,9.3,197.2,149,FALSE,590
7,9,9_1,5,1,2,actr,F1,Tri-0,actr1,56,50.8,9.4,172,94,FALSE,613
7,9,9_2,5,5,7,Cd1,F1,Tri-0,Cd1,65,50.1,6.6,97.5,85,FALSE,617
2,9,9_3,5,6,4,Cd2,F1,Tri-0,Cd2,51,46.5,9.7,213.5,99,FALSE,635
2,9,9_4,5,2,12,Salt1,F1,Tri-0,Salt1,45,44.4,7.8,106.5,78,FALSE,655
2,9,9_5,5,3,2,Salt2,F1,Tri-0,Salt2,43,45,10.3,150.5,90,FALSE,671
2,9,9_6,5,1,5,JA,F1,Tri-0,JA,50,49.5,10,290.7,142,FALSE,674
7,9,9_7,5,5,1,JActr,F1,Tri-0,JActr,56,29.4,5.2,30.6,22,FALSE,694
7,10,10_1,5,2,11,actr,F1,Tri-0,actr2,54,46,6.8,106.9,78,FALSE,711
7,10,10_2,5,2,4,Drought,F1,Tri-0,Drought,55,53,10.5,269,125,FALSE,717
2,10,10_3,5,1,13,Nutrient2,F1,Tri-0,Nutrient2,50,45.5,9.9,180.9,98,FALSE,738
2,10,10_4,5,2,9,Leaf,F1,Tri-0,Leaf,49,46,9.9,209.9,103,FALSE,743
7,10,10_5,5,6,5,Nutrient1,F1,Tri-0,Nutrient1,56,41.9,8,90.1,44,FALSE,763
10,11,11_1,6,1,1,actr,F1,Tri-0,actr1,57,45,11.5,244,105,FALSE,781
12,11,11_2,6,1,1,JActr,F1,Tri-0,JActr,51,46.4,13.2,279.5,118,FALSE,792
12,11,11_3,6,4,5,JA,F1,Tri-0,JA,48,50.7,8.8,226.3,122,FALSE,804
12,11,11_4,6,5,1,Cd2,F1,Tri-0,Cd2,53,36.8,7.8,94.9,31,FALSE,822
12,11,11_5,6,1,9,Salt1,F1,Tri-0,Salt1,50,39,6.5,111.2,70,FALSE,830
12,11,11_6,6,6,9,Salt2,F1,Tri-0,Salt2,46,47.7,11,229.3,117,FALSE,847
10,11,11_7,6,5,7,Cd1,F1,Tri-0,Cd1,38,49,9.8,223.6,106,FALSE,858
12,12,12_3,6,6,7,Drought,F1,Tri-0,Drought,49,42.5,11,243.4,188,FALSE,871
10,12,12_4,6,1,13,Nutrient2,F1,Tri-0,Nutrient2,54,52.5,9.5,213.6,115,FALSE,886
12,12,12_6,6,4,2,Leaf,F1,Tri-0,Leaf,47,40,11.3,186.5,86,FALSE,911
10,12,12_7,6,6,1,Nutrient1,F1,Tri-0,Nutrient1,51,47.7,12.2,231.4,113,FALSE,935
11,6,6_1,3,2,4,Leaf,F1,Tri-0,Leaf,62,50.9,9,247.5,95,FALSE,943
11,6,6_2,3,3,8,Nutrient1,F1,Tri-0,Nutrient1,51,44.1,7.8,162,85,FALSE,966
1,6,6_3,3,2,6,Drought,F1,Tri-0,Drought,53,54.8,7.5,189.3,92,FALSE,972
1,6,6_5,3,5,7,Nutrient2,F1,Tri-0,Nutrient2,50,48.5,11.1,222.5,126,FALSE,981
1,6,6_7,3,2,7,actr,F1,Tri-0,actr2,51,42.8,8.4,156.2,99,FALSE,1008
7,1,1_1,1,3,6,JA,F2,Tri-0,JA,25,37.9,9.2,96.4,112,FALSE,11
10,1,1_2,1,5,8,Salt1,F2,Tri-0,Salt1,32,48.8,10.9,238.8,211,FALSE,24
10,1,1_3,1,5,5,Salt2,F2,Tri-0,Salt2,33,48.5,8.7,234.3,190,FALSE,30
7,1,1_4,1,5,14,Cd2,F2,Tri-0,Cd2,27,39.9,9.9,160.5,174,FALSE,44
10,1,1_5,1,1,10,actr,F2,Tri-0,actr1,26,44.5,12.1,203.5,155,FALSE,57
10,1,1_6,1,4,3,Cd1,F2,Tri-0,Cd1,27,43.6,10.5,137.7,96,FALSE,80
10,1,1_7,1,4,2,JActr,F2,Tri-0,JActr,32,45.7,10,162.7,138,FALSE,96
7,2,2_1,1,2,5,Nutrient2,F2,Tri-0,Nutrient2,35,53.7,10.7,253.7,172,FALSE,102
7,2,2_2,1,3,10,actr,F2,Tri-0,actr2,34,51,10.6,193.3,132,FALSE,114
7,2,2_4,1,2,4,Drought,F2,Tri-0,Drought,30,39.3,8.9,130.9,115,FALSE,132
10,2,2_5,1,6,9,Leaf,F2,Tri-0,Leaf,37,54.2,11,238.6,123,FALSE,143
10,2,2_6,1,4,10,Nutrient1,F2,Tri-0,Nutrient1,32,41.3,9.8,165.2,120,FALSE,165
1,3,3_1,2,1,10,JA,F2,Tri-0,JA,26,41.6,8.7,146.5,119,FALSE,176
1,3,3_2,2,1,1,Salt2,F2,Tri-0,Salt2,32,39.3,9,147.4,158,FALSE,193
1,3,3_3,2,6,1,Salt1,F2,Tri-0,Salt1,29,34.1,9.4,124.4,125,FALSE,197
1,3,3_4,2,4,7,Cd2,F2,Tri-0,Cd2,32,41.3,7.8,131.2,107,FALSE,216
5,3,3_5,2,4,2,actr,F2,Tri-0,actr1,23,37.9,9.9,172.7,174,FALSE,236
5,3,3_6,2,1,4,JActr,F2,Tri-0,JActr,36,52,10.9,340.2,185,FALSE,252
1,3,3_7,2,1,2,Cd1,F2,Tri-0,Cd1,37,53.5,8.2,270.7,168,FALSE,254
1,4,4_1,2,5,12,Drought,F2,Tri-0,Drought,33,43.2,10.9,212.8,194,FALSE,277
5,4,4_3,2,4,11,Leaf,F2,Tri-0,Leaf,30,46.3,9.3,148.3,157,FALSE,283
1,4,4_4,2,4,3,Nutrient1,F2,Tri-0,Nutrient1,35,45.6,8.4,276,165,FALSE,308
5,4,4_6,2,1,11,actr,F2,Tri-0,actr2,29,53.5,11.3,233.2,220,FALSE,317
1,4,4_7,2,3,13,Nutrient2,F2,Tri-0,Nutrient2,38,55.5,9.1,322.2,163,FALSE,324
6,5,5_1,3,5,4,Salt1,F2,Tri-0,Salt1,27,43.6,9.9,195.9,227,FALSE,345
2,5,5_2,3,4,4,JActr,F2,Tri-0,JActr,31,45,10.4,319.1,241,FALSE,356
2,5,5_3,3,6,13,Cd1,F2,Tri-0,Cd1,25,40.5,11.5,245.1,256,FALSE,370
6,5,5_4,3,3,3,Cd2,F2,Tri-0,Cd2,30,42,10.5,243.1,132,FALSE,381
2,5,5_5,3,2,4,JA,F2,Tri-0,JA,31,51.5,11.6,350.3,186,FALSE,397
2,5,5_6,3,2,9,Salt2,F2,Tri-0,Salt2,21,33.8,8.3,118.1,98,FALSE,409
2,5,5_7,3,5,12,actr,F2,Tri-0,actr1,29,45.9,11.7,288.9,261,FALSE,432
3,7,7_1,4,6,2,Cd2,F2,Tri-0,Cd2,32,42.9,8.9,195,135,FALSE,445
8,7,7_2,4,5,9,Cd1,F2,Tri-0,Cd1,31,48.5,11.5,277.8,255,FALSE,455
3,7,7_3,4,6,6,JA,F2,Tri-0,JA,33,48.8,12.9,449.6,222,FALSE,476
3,7,7_4,4,2,5,actr,F2,Tri-0,actr1,28,55.2,12.2,393.3,224,FALSE,477
8,7,7_5,4,5,5,Salt1,F2,Tri-0,Salt1,32,51.4,12.7,334.4,248,FALSE,495
8,7,7_6,4,5,6,JActr,F2,Tri-0,JActr,34,52.6,10.2,204,154,FALSE,506
3,7,7_7,4,5,11,Salt2,F2,Tri-0,Salt2,34,49,11.7,440,194,FALSE,524
8,8,8_1,4,4,1,Drought,F2,Tri-0,Drought,36,53.6,10.5,226.3,159,FALSE,543
8,8,8_2,4,3,8,Nutrient1,F2,Tri-0,Nutrient1,31,48.2,13,284.1,183,FALSE,554
3,8,8_3,4,1,1,Nutrient2,F2,Tri-0,Nutrient2,33,29.6,6,96.9,107,FALSE,569
3,8,8_6,4,2,6,Leaf,F2,Tri-0,Leaf,32,43.5,9.4,244.9,190,FALSE,584
8,8,8_7,4,2,1,actr,F2,Tri-0,actr2,28,34,7.2,61,75,FALSE,590
11,9,9_1,5,1,5,actr,F2,Tri-0,actr1,31,41.5,8.8,142.4,102,FALSE,613
9,9,9_2,5,5,11,Cd1,F2,Tri-0,Cd1,21,39.3,7.6,164.8,235,FALSE,617
9,9,9_3,5,5,12,Cd2,F2,Tri-0,Cd2,33,40.3,9.1,183.9,160,FALSE,635
11,9,9_4,5,2,8,Salt1,F2,Tri-0,Salt1,37,57.4,8.8,370.8,163,FALSE,655
11,9,9_5,5,5,9,Salt2,F2,Tri-0,Salt2,31,47.7,9.9,255.8,226,FALSE,671
9,9,9_6,5,1,1,JA,F2,Tri-0,JA,36,57.6,13.5,456.1,251,FALSE,674
11,9,9_7,5,2,1,JActr,F2,Tri-0,JActr,31,45.5,13.7,340.8,147,FALSE,694
11,10,10_1,5,6,6,actr,F2,Tri-0,actr2,28,49.1,10.9,234.7,131,FALSE,711
9,10,10_2,5,3,6,Drought,F2,Tri-0,Drought,34,53.9,12.6,354.7,230,FALSE,717
11,10,10_3,5,3,1,Nutrient2,F2,Tri-0,Nutrient2,31,49.8,12,295.4,237,FALSE,738
11,10,10_4,5,3,5,Leaf,F2,Tri-0,Leaf,33,55.8,12.4,437.9,282,FALSE,743
9,10,10_5,5,5,3,Nutrient1,F2,Tri-0,Nutrient1,27,44.2,10.7,233.2,149,FALSE,763
4,11,11_1,6,5,14,actr,F2,Tri-0,actr1,43,51.7,9.5,219.8,112,FALSE,781
12,11,11_2,6,1,14,JActr,F2,Tri-0,JActr,31,51.2,11.2,283.9,191,FALSE,792
4,11,11_3,6,1,1,JA,F2,Tri-0,JA,34,51,9.5,238.2,145,FALSE,804
12,11,11_4,6,3,12,Cd2,F2,Tri-0,Cd2,34,54.2,11.2,409.8,252,FALSE,822
12,11,11_5,6,2,14,Salt1,F2,Tri-0,Salt1,31,47,11.7,275.8,218,FALSE,830
12,11,11_6,6,5,4,Salt2,F2,Tri-0,Salt2,35,55.4,10.6,501.4,200,FALSE,847
12,11,11_7,6,5,12,Cd1,F2,Tri-0,Cd1,23,39.1,7.9,186.9,226,FALSE,858
12,12,12_3,6,2,8,Drought,F2,Tri-0,Drought,37,49,12,453.1,198,FALSE,871
