layer,P.layer,P.row,replicate,Row,Col,treat.1,Generation,ecotype,treat,flt,height,diam,biomass,fruit,rm,id
1,4,4_3,2,4,13,Leaf,F2,Dja-1,Leaf,41,12,7.6,228.1,45,FALSE,290
5,4,4_4,2,1,14,Nutrient1,F2,Dja-1,Nutrient1,30,22.5,8.2,132.8,157,FALSE,301
1,4,4_6,2,1,3,actr,F2,Dja-1,actr2,41,12,6.3,150.8,40,FALSE,319
1,4,4_7,2,2,12,Nutrient2,F2,Dja-1,Nutrient2,29,22.9,9.7,181.7,152,FALSE,328
6,5,5_1,3,6,7,Salt1,F2,Dja-1,Salt1,36,21,7.8,202.4,138,FALSE,346
2,5,5_2,3,4,2,JActr,F2,Dja-1,JActr,37,22.2,6.6,126.3,78,FALSE,355
6,5,5_3,3,5,11,Cd1,F2,Dja-1,Cd1,26,23.7,6.7,231.5,282,FALSE,366
6,5,5_4,3,3,13,Cd2,F2,Dja-1,Cd2,28,23.4,NA,291.1,213,FALSE,385
2,5,5_5,3,6,6,JA,F2,Dja-1,JA,33,22.6,8.6,204.4,199,FALSE,395
6,5,5_6,3,1,4,Salt2,F2,Dja-1,Salt2,NA,NA,NA,NA,NA,FALSE,417
2,5,5_7,3,6,4,actr,F2,Dja-1,actr1,30,21.7,6.8,118.8,136,FALSE,430
3,7,7_1,4,3,14,Cd2,F2,Dja-1,Cd2,36,17.3,5.8,203.5,80,FALSE,443
8,7,7_2,4,1,12,Cd1,F2,Dja-1,Cd1,32,21.5,9,198.4,194,FALSE,459
3,7,7_3,4,1,13,JA,F2,Dja-1,JA,33,22.8,8.1,200.7,176,FALSE,465
8,7,7_4,4,6,13,actr,F2,Dja-1,actr1,25,22.9,7.5,148,202,FALSE,485
3,7,7_5,4,1,7,Salt1,F2,Dja-1,Salt1,34,21.5,6.8,240.5,197,FALSE,498
3,7,7_6,4,4,1,JActr,F2,Dja-1,JActr,30,25.4,7.8,152.2,155,FALSE,507
8,7,7_7,4,3,12,Salt2,F2,Dja-1,Salt2,NA,NA,NA,NA,NA,FALSE,521
8,8,8_1,4,5,13,Drought,F2,Dja-1,Drought,34,20,8.5,298.3,245,FALSE,541
3,8,8_2,4,5,5,Nutrient1,F2,Dja-1,Nutrient1,28,24.8,6.7,140.2,185,FALSE,557
8,8,8_3,4,5,1,Nutrient2,F2,Dja-1,Nutrient2,38,18.4,7.5,203.6,162,FALSE,571
3,8,8_6,4,3,2,Leaf,F2,Dja-1,Leaf,30,22.3,6.8,142,155,FALSE,582
3,8,8_7,4,6,7,actr,F2,Dja-1,actr2,32,20.1,8.7,160.4,169,FALSE,596
9,9,9_1,5,1,10,actr,F2,Dja-1,actr1,41,20.8,8.6,223.4,219,FALSE,611
11,9,9_2,5,5,12,Cd1,F2,Dja-1,Cd1,30,26.2,9.5,224.4,192,FALSE,628
9,9,9_3,5,1,6,Cd2,F2,Dja-1,Cd2,39,44.6,12,371.1,143,FALSE,643
11,9,9_4,5,4,6,Salt1,F2,Dja-1,Salt1,28,25.5,8.8,223.6,185,FALSE,650
9,9,9_5,5,6,11,Salt2,F2,Dja-1,Salt2,NA,NA,NA,NA,NA,FALSE,666
9,9,9_6,5,1,7,JA,F2,Dja-1,JA,28,30,8.5,188.8,130,FALSE,683
9,9,9_7,5,1,5,JActr,F2,Dja-1,JActr,29,27.3,NA,207.8,266,FALSE,689
9,10,10_1,5,3,3,actr,F2,Dja-1,actr2,36,21,10.2,375.2,214,FALSE,709
9,10,10_2,5,5,7,Drought,F2,Dja-1,Drought,35,22,11.1,344.7,269,FALSE,728
11,10,10_3,5,6,9,Nutrient2,F2,Dja-1,Nutrient2,31,23.2,6.9,271.5,229,FALSE,737
9,10,10_4,5,2,14,Leaf,F2,Dja-1,Leaf,31,24.2,NA,259.5,276,FALSE,750
11,10,10_5,5,3,9,Nutrient1,F2,Dja-1,Nutrient1,25,23.3,7.2,153.7,155,FALSE,769
12,11,11_1,6,6,10,actr,F2,Dja-1,actr1,28,25.5,7.2,265.5,214,FALSE,779
4,11,11_2,6,6,8,JActr,F2,Dja-1,JActr,40,12.7,9.2,198.3,92,FALSE,797
4,11,11_3,6,5,4,JA,F2,Dja-1,JA,33,19,9.4,202.1,156,FALSE,809
12,11,11_4,6,2,13,Cd2,F2,Dja-1,Cd2,36,47.6,10.3,391.5,124,FALSE,824
12,11,11_5,6,3,11,Salt1,F2,Dja-1,Salt1,27,23.4,6.8,274.3,243,FALSE,829
12,11,11_6,6,3,10,Salt2,F2,Dja-1,Salt2,NA,NA,NA,NA,NA,FALSE,845
4,11,11_7,6,4,11,Cd1,F2,Dja-1,Cd1,23,10.5,9.3,146.3,154,FALSE,861
4,12,12_3,6,2,8,Drought,F2,Dja-1,Drought,27,20.8,8.9,180.4,174,FALSE,878
4,12,12_4,6,5,6,Nutrient2,F2,Dja-1,Nutrient2,29,22.4,8.9,222,179,FALSE,888
12,12,12_5,6,1,11,actr,F2,Dja-1,actr2,39,18,9.6,337.2,234,FALSE,908
12,12,12_6,6,6,11,Leaf,F2,Dja-1,Leaf,31,NA,7.7,282.9,NA,FALSE,916
12,12,12_7,6,2,9,Nutrient1,F2,Dja-1,Nutrient1,37,18.3,7.5,245.7,188,FALSE,933
2,6,6_1,3,5,2,Leaf,F2,Dja-1,Leaf,32,20.7,8.9,140.3,178,FALSE,944
6,6,6_2,3,4,9,Nutrient1,F2,Dja-1,Nutrient1,26,23.6,9.8,276.8,249,FALSE,953
2,6,6_3,3,6,1,Drought,F2,Dja-1,Drought,31,20.4,NA,148.4,238,FALSE,967
2,6,6_5,3,6,14,Nutrient2,F2,Dja-1,Nutrient2,24,35.2,6.3,137.5,103,FALSE,984
6,6,6_7,3,2,13,actr,F2,Dja-1,actr2,28,21,9.5,341.2,171,FALSE,1007
11,1,1_1,1,5,7,JA,F3,Dja-1,JA,36,16,10.3,256.8,117,FALSE,9
1,1,1_2,1,6,10,Salt1,F3,Dja-1,Salt1,42,20.1,11.2,342.8,194,FALSE,27
1,1,1_4,1,2,9,Cd2,F3,Dja-1,Cd2,40,20.3,11.6,251.6,116,FALSE,48
11,1,1_5,1,6,13,actr,F3,Dja-1,actr1,35,15.7,10.9,263.9,120,FALSE,68
11,1,1_6,1,4,8,Cd1,F3,Dja-1,Cd1,34,24.4,10.5,339.2,216,FALSE,72
11,1,1_7,1,3,12,JActr,F3,Dja-1,JActr,35,12.2,10,265,105,FALSE,91
11,2,2_1,1,2,11,Nutrient2,F3,Dja-1,Nutrient2,30,22.4,11,317.3,203,FALSE,110
1,2,2_2,1,5,4,actr,F3,Dja-1,actr2,35,23.5,11.5,311.6,221,FALSE,126
1,2,2_4,1,1,3,Drought,F3,Dja-1,Drought,39,23.9,9.6,285.3,224,FALSE,127
1,2,2_5,1,3,10,Leaf,F3,Dja-1,Leaf,40,21.3,9.8,301.2,203,FALSE,149
11,2,2_6,1,6,6,Nutrient1,F3,Dja-1,Nutrient1,36,17.3,10.3,324.6,144,FALSE,163
4,3,3_1,2,6,8,JA,F3,Dja-1,JA,41,21.8,10.8,428.4,254,FALSE,175
4,3,3_3,2,3,5,Salt1,F3,Dja-1,Salt1,37,16.5,9.6,253.1,117,FALSE,203
4,3,3_4,2,4,3,Cd2,F3,Dja-1,Cd2,29,23.4,NA,231.7,202,FALSE,220
6,3,3_5,2,3,9,actr,F3,Dja-1,actr1,35,22.5,9.2,304.1,302,FALSE,235
4,3,3_6,2,5,8,JActr,F3,Dja-1,JActr,38,22.7,12.1,438.6,364,FALSE,249
4,3,3_7,2,5,7,Cd1,F3,Dja-1,Cd1,38,20.3,11,362.1,208,FALSE,263
4,4,4_1,2,1,5,Drought,F3,Dja-1,Drought,36,24,11,390.6,161,FALSE,275
4,4,4_3,2,4,10,Leaf,F3,Dja-1,Leaf,36,21.2,9.4,538.5,230,FALSE,290
6,4,4_4,2,5,11,Nutrient1,F3,Dja-1,Nutrient1,31,21,9.6,300.6,218,FALSE,301
4,4,4_6,2,6,5,actr,F3,Dja-1,actr2,35,21.1,10.6,305.3,150,FALSE,319
4,4,4_7,2,6,7,Nutrient2,F3,Dja-1,Nutrient2,39,20.8,11.7,384.7,222,FALSE,328
12,5,5_1,3,1,4,Salt1,F3,Dja-1,Salt1,35,19.2,8.8,341.5,278,FALSE,346
8,5,5_2,3,6,6,JActr,F3,Dja-1,JActr,37,19,9,258,166,FALSE,355
12,5,5_3,3,4,6,Cd1,F3,Dja-1,Cd1,36,18.4,9.2,348.2,196,FALSE,366
12,5,5_4,3,2,8,Cd2,F3,Dja-1,Cd2,32,23.7,8.4,348.4,263,FALSE,385
8,5,5_5,3,1,14,JA,F3,Dja-1,JA,37,22.4,10,NA,202,FALSE,395
8,5,5_6,3,4,2,Salt2,F3,Dja-1,Salt2,NA,NA,NA,NA,NA,FALSE,417
8,5,5_7,3,3,8,actr,F3,Dja-1,actr1,34,19.5,9.5,208.5,254,FALSE,430
3,7,7_1,4,2,10,Cd2,F3,Dja-1,Cd2,35,18.2,9.2,201.9,125,FALSE,443
3,7,7_2,4,6,13,Cd1,F3,Dja-1,Cd1,34,20,9.9,219.8,153,FALSE,459
3,7,7_3,4,4,13,JA,F3,Dja-1,JA,35,17.2,9.2,203.5,168,FALSE,465
3,7,7_4,4,1,5,actr,F3,Dja-1,actr1,35,16.7,10.2,248.1,149,FALSE,485
3,7,7_5,4,6,12,Salt1,F3,Dja-1,Salt1,37,17.3,8.9,191,100,FALSE,498
3,7,7_6,4,2,1,JActr,F3,Dja-1,JActr,43,18.5,11.5,331.9,132,FALSE,507
10,7,7_7,4,6,1,Salt2,F3,Dja-1,Salt2,NA,NA,NA,NA,NA,FALSE,521
3,8,8_1,4,3,7,Drought,F3,Dja-1,Drought,37,17,10,217.3,106,FALSE,541
3,8,8_2,4,1,14,Nutrient1,F3,Dja-1,Nutrient1,35,17.2,8.7,262.6,115,FALSE,557
10,8,8_3,4,1,6,Nutrient2,F3,Dja-1,Nutrient2,30,17.5,11,228,130,FALSE,571
10,8,8_6,4,3,6,Leaf,F3,Dja-1,Leaf,40,20.5,10.1,277.6,155,FALSE,582
3,8,8_7,4,1,3,actr,F3,Dja-1,actr2,38,24,9.9,276.9,199,FALSE,596
5,9,9_1,5,5,9,actr,F3,Dja-1,actr1,33,25.2,9.5,275.7,192,FALSE,611
5,9,9_2,5,1,12,Cd1,F3,Dja-1,Cd1,38,24,9.2,310.3,213,FALSE,628
7,9,9_3,5,4,3,Cd2,F3,Dja-1,Cd2,38,35.3,11.6,288.9,111,FALSE,643
7,9,9_4,5,6,10,Salt1,F3,Dja-1,Salt1,36,23.4,10,293,282,FALSE,650
5,9,9_6,5,5,7,JA,F3,Dja-1,JA,39,18,9.2,362.3,122,FALSE,683
7,9,9_7,5,3,2,JActr,F3,Dja-1,JActr,38,23.5,10.4,327.1,332,FALSE,689
5,10,10_1,5,3,9,actr,F3,Dja-1,actr2,37,23.8,10.1,345.9,216,FALSE,709
7,10,10_2,5,4,7,Drought,F3,Dja-1,Drought,43,39.4,12.7,316.5,107,FALSE,728
5,10,10_3,5,6,8,Nutrient2,F3,Dja-1,Nutrient2,37,20.3,9.2,251.4,132,FALSE,737
5,10,10_4,5,5,3,Leaf,F3,Dja-1,Leaf,39,17.4,9.5,363.4,122,FALSE,750
7,10,10_5,5,6,12,Nutrient1,F3,Dja-1,Nutrient1,34,22.5,8.4,242.1,192,FALSE,769
2,11,11_1,6,5,3,actr,F3,Dja-1,actr1,37,19.7,10.6,318.6,129,FALSE,779
9,11,11_2,6,6,12,JActr,F3,Dja-1,JActr,34,23.1,9.8,277.4,253,FALSE,797
2,11,11_3,6,4,3,JA,F3,Dja-1,JA,37,20.2,9.5,345.5,287,FALSE,809
2,11,11_4,6,4,5,Cd2,F3,Dja-1,Cd2,42,42.6,11.7,552.2,226,FALSE,824
2,11,11_5,6,2,13,Salt1,F3,Dja-1,Salt1,37,21.9,8.7,371.5,233,FALSE,829
9,11,11_6,6,1,13,Salt2,F3,Dja-1,Salt2,NA,NA,NA,NA,NA,FALSE,845
9,11,11_7,6,2,9,Cd1,F3,Dja-1,Cd1,37,27.8,10.8,274.3,236,FALSE,861
9,12,12_3,6,3,7,Drought,F3,Dja-1,Drought,35,23.7,9.3,260.3,240,FALSE,878
2,12,12_4,6,3,3,Nutrient2,F3,Dja-1,Nutrient2,38,23,8.4,296.9,236,FALSE,888
9,12,12_5,6,5,5,actr,F3,Dja-1,actr2,36,21.2,10.9,382.3,240,FALSE,908
9,12,12_6,6,4,13,Leaf,F3,Dja-1,Leaf,37,21,9.6,273.7,203,FALSE,916
2,12,12_7,6,1,10,Nutrient1,F3,Dja-1,Nutrient1,34,24.2,9.9,288.8,218,FALSE,933
12,6,6_1,3,2,11,Leaf,F3,Dja-1,Leaf,26,27.5,11.2,293.7,348,FALSE,944
8,6,6_2,3,2,11,Nutrient1,F3,Dja-1,Nutrient1,29,26,9.4,268.6,173,FALSE,953
12,6,6_3,3,1,2,Drought,F3,Dja-1,Drought,21,30.1,7.1,156.6,192,FALSE,967
8,6,6_5,3,4,4,Nutrient2,F3,Dja-1,Nutrient2,22,34,6.6,121.3,138,FALSE,984
12,6,6_7,3,3,6,actr,F3,Dja-1,actr2,33,28,NA,287.3,269,FALSE,1007
5,1,1_1,1,2,5,JA,F4,Dja-1,JA,29,16.5,7.6,177.7,133,FALSE,9
5,1,1_2,1,3,7,Salt1,F4,Dja-1,Salt1,32,16.8,4.9,159.9,140,FALSE,27
5,1,1_3,1,5,1,Salt2,F4,Dja-1,Salt2,NA,NA,NA,NA,NA,FALSE,34
5,1,1_4,1,1,5,Cd2,F4,Dja-1,Cd2,32,16.5,6.2,211.9,272,FALSE,48
5,1,1_5,1,2,13,actr,F4,Dja-1,actr1,44,14.1,5.7,NA,153,FALSE,68
5,1,1_6,1,4,3,Cd1,F4,Dja-1,Cd1,32,14.7,6.8,192,241,FALSE,72
9,1,1_7,1,5,10,JActr,F4,Dja-1,JActr,32,18.7,8.3,272.2,274,FALSE,91
9,2,2_1,1,5,1,Nutrient2,F4,Dja-1,Nutrient2,36,17.6,2.4,69.3,146,FALSE,110
9,2,2_2,1,6,3,actr,F4,Dja-1,actr2,34,15.2,5,116.2,151,FALSE,126
5,2,2_4,1,3,6,Drought,F4,Dja-1,Drought,34,17.6,6.3,169.7,88,FALSE,127
5,2,2_5,1,6,5,Leaf,F4,Dja-1,Leaf,35,12.4,7.5,191.9,202,FALSE,149
9,2,2_6,1,2,11,Nutrient1,F4,Dja-1,Nutrient1,33,15.6,8,272.9,124,FALSE,163
7,3,3_1,2,1,5,JA,F4,Dja-1,JA,36,19.7,9.6,174.9,137,FALSE,175
7,3,3_2,2,5,11,Salt2,F4,Dja-1,Salt2,NA,NA,NA,NA,NA,FALSE,191
7,3,3_3,2,6,3,Salt1,F4,Dja-1,Salt1,38,16.4,8.6,NA,175,FALSE,203
7,3,3_4,2,4,2,Cd2,F4,Dja-1,Cd2,35,17.8,8.8,179,90,FALSE,220
4,3,3_5,2,5,4,actr,F4,Dja-1,actr1,37,19.4,5.3,287.8,190,FALSE,235
7,3,3_6,2,4,7,JActr,F4,Dja-1,JActr,39,10.3,8.5,196.6,60,FALSE,249
7,3,3_7,2,2,13,Cd1,F4,Dja-1,Cd1,39,16.3,6.8,NA,79,FALSE,263
7,4,4_1,2,3,14,Drought,F4,Dja-1,Drought,30,20.6,7,164,106,FALSE,275
7,4,4_3,2,2,8,Leaf,F4,Dja-1,Leaf,NA,NA,NA,NA,NA,FALSE,290
7,4,4_4,2,2,12,Nutrient1,F4,Dja-1,Nutrient1,37,15.5,7.7,139.1,140,FALSE,301
7,4,4_6,2,5,6,actr,F4,Dja-1,actr2,37,14.5,7.2,158.3,117,FALSE,319
4,4,4_7,2,6,12,Nutrient2,F4,Dja-1,Nutrient2,34,16.7,8.8,166,233,FALSE,328
12,5,5_1,3,1,6,Salt1,F4,Dja-1,Salt1,30,19.7,9.6,289.7,154,FALSE,346
12,5,5_2,3,4,6,JActr,F4,Dja-1,JActr,38,17,6.6,205.4,152,FALSE,355
12,5,5_3,3,3,1,Cd1,F4,Dja-1,Cd1,34,16.1,7.9,256.4,195,FALSE,366
1,5,5_4,3,5,12,Cd2,F4,Dja-1,Cd2,34,14.4,6.4,172.3,196,FALSE,385
12,5,5_5,3,4,11,JA,F4,Dja-1,JA,30,20.8,7.6,200.2,168,FALSE,395
1,5,5_6,3,3,14,Salt2,F4,Dja-1,Salt2,NA,NA,NA,NA,NA,FALSE,417
1,5,5_7,3,3,3,actr,F4,Dja-1,actr1,39,21.2,9,229.9,179,FALSE,430
2,7,7_1,4,2,8,Cd2,F4,Dja-1,Cd2,32,21.3,9.8,247.9,253,FALSE,443
8,7,7_2,4,1,5,Cd1,F4,Dja-1,Cd1,33,18.9,6.4,NA,210,FALSE,459
2,7,7_3,4,6,8,JA,F4,Dja-1,JA,38,16.6,5.2,119.3,170,FALSE,465
8,7,7_4,4,6,13,actr,F4,Dja-1,actr1,35,22.6,5.3,181.3,46,FALSE,485
8,7,7_5,4,5,5,Salt1,F4,Dja-1,Salt1,37,NA,NA,217.4,NA,FALSE,498
8,7,7_6,4,2,1,JActr,F4,Dja-1,JActr,45,17.7,7.2,107.6,119,FALSE,507
8,7,7_7,4,1,9,Salt2,F4,Dja-1,Salt2,NA,NA,NA,NA,NA,FALSE,521
2,8,8_1,4,4,2,Drought,F4,Dja-1,Drought,39,17.2,8.3,164.9,154,FALSE,541
2,8,8_2,4,2,13,Nutrient1,F4,Dja-1,Nutrient1,33,17.1,7.9,157.5,183,FALSE,557
2,8,8_3,4,3,6,Nutrient2,F4,Dja-1,Nutrient2,33,18.9,7.7,240.1,267,FALSE,571
2,8,8_6,4,5,10,Leaf,F4,Dja-1,Leaf,36,17,8.4,204.2,148,FALSE,582
8,8,8_7,4,5,7,actr,F4,Dja-1,actr2,30,18.4,7.5,184.6,204,FALSE,596
10,9,9_1,5,6,6,actr,F4,Dja-1,actr1,25,20.7,7.7,123.1,163,FALSE,611
10,9,9_2,5,6,7,Cd1,F4,Dja-1,Cd1,37,15.4,4.6,NA,187,FALSE,628
3,9,9_3,5,4,11,Cd2,F4,Dja-1,Cd2,48,41.1,10.2,522.4,151,FALSE,643
3,9,9_4,5,1,8,Salt1,F4,Dja-1,Salt1,33,20.4,6.9,270.6,219,FALSE,650
10,9,9_5,5,2,1,Salt2,F4,Dja-1,Salt2,NA,NA,NA,NA,NA,FALSE,666
10,9,9_6,5,3,3,JA,F4,Dja-1,JA,32,17.7,7.8,153.9,87,FALSE,683
10,9,9_7,5,5,10,JActr,F4,Dja-1,JActr,36,17.4,5.1,162.4,109,FALSE,689
10,10,10_1,5,5,3,actr,F4,Dja-1,actr2,29,22.5,6.8,138.3,136,FALSE,709
10,10,10_2,5,1,14,Drought,F4,Dja-1,Drought,48,43.2,10.6,324.1,110,FALSE,728
3,10,10_3,5,4,8,Nutrient2,F4,Dja-1,Nutrient2,34,22.8,7.4,299.4,336,FALSE,737
10,10,10_4,5,5,4,Leaf,F4,Dja-1,Leaf,36,15.3,4.3,168.4,137,FALSE,750
10,10,10_5,5,4,3,Nutrient1,F4,Dja-1,Nutrient1,31,18.5,7.1,154.1,104,FALSE,769
6,11,11_1,6,3,6,actr,F4,Dja-1,actr1,28,20.2,6.3,210.5,174,FALSE,779
11,11,11_2,6,1,10,JActr,F4,Dja-1,JActr,30,19.6,6.7,146.6,130,FALSE,797
6,11,11_3,6,3,11,JA,F4,Dja-1,JA,27,16.5,6.9,92.4,95,FALSE,809
11,11,11_4,6,4,14,Cd2,F4,Dja-1,Cd2,62,41,9.7,344.5,80,FALSE,824
11,11,11_5,6,4,10,Salt1,F4,Dja-1,Salt1,32,15.7,8.5,191.8,147,FALSE,829
11,11,11_6,6,6,9,Salt2,F4,Dja-1,Salt2,NA,NA,NA,NA,NA,FALSE,845
6,11,11_7,6,5,13,Cd1,F4,Dja-1,Cd1,32,23,5.6,152.5,134,FALSE,861
11,12,12_3,6,4,8,Drought,F4,Dja-1,Drought,34,18,5.9,153.8,142,FALSE,878
11,12,12_4,6,3,4,Nutrient2,F4,Dja-1,Nutrient2,30,17.4,NA,196.4,205,FALSE,888
6,12,12_5,6,1,6,actr,F4,Dja-1,actr2,32,18.3,6.3,160.6,108,FALSE,908
11,12,12_6,6,3,14,Leaf,F4,Dja-1,Leaf,38,15.7,4.3,156.5,190,FALSE,916
11,12,12_7,6,1,4,Nutrient1,F4,Dja-1,Nutrient1,32,20.3,9,255.6,141,FALSE,933
1,6,6_1,3,5,8,Leaf,F4,Dja-1,Leaf,38,15.3,8.2,179.4,206,FALSE,944
1,6,6_2,3,2,3,Nutrient1,F4,Dja-1,Nutrient1,33,21.8,6,136.6,156,FALSE,953
1,6,6_3,3,2,2,Drought,F4,Dja-1,Drought,26,31.8,5.2,44.9,85,FALSE,967
12,6,6_5,3,4,3,Nutrient2,F4,Dja-1,Nutrient2,18,29.6,3.7,74.1,112,FALSE,984
1,6,6_7,3,5,10,actr,F4,Dja-1,actr2,36,12.4,5.5,116,143,FALSE,1007
3,1,1_1,1,4,10,JA,F1,En-1,JA,35,45,11.4,197.4,223,FALSE,8
4,1,1_2,1,4,6,Salt1,F1,En-1,Salt1,32,33.9,3.2,79.3,121,FALSE,19
4,1,1_3,1,3,10,Salt2,F1,En-1,Salt2,36,48.3,7.4,109.1,129,FALSE,35
4,1,1_4,1,1,8,Cd2,F1,En-1,Cd2,33,44.6,9,120.4,178,FALSE,49
3,1,1_5,1,1,8,actr,F1,En-1,actr1,29,45.2,6.7,81.7,143,FALSE,62
3,1,1_6,1,5,14,Cd1,F1,En-1,Cd1,39,42.9,9.9,129.3,130,FALSE,75
3,1,1_7,1,4,9,JActr,F1,En-1,JActr,33,48.2,9.5,175.3,138,FALSE,97
4,2,2_1,1,5,13,Nutrient2,F1,En-1,Nutrient2,40,39.6,9.8,109.4,108,FALSE,104
3,2,2_2,1,5,12,actr,F1,En-1,actr2,32,49,10.3,147.5,134,FALSE,124
4,2,2_4,1,1,5,Drought,F1,En-1,Drought,35,51.6,11.5,189.7,204,FALSE,136
3,2,2_5,1,3,13,Leaf,F1,En-1,Leaf,35,53.6,11,180.6,190,FALSE,146
4,2,2_6,1,2,8,Nutrient1,F1,En-1,Nutrient1,30,44.5,6.8,153.2,226,FALSE,162
5,3,3_1,2,1,12,JA,F1,En-1,JA,32,31.2,5,85,110,FALSE,177
9,3,3_2,2,4,4,Salt2,F1,En-1,Salt2,36,33,5.8,59.8,63,FALSE,190
9,3,3_3,2,3,6,Salt1,F1,En-1,Salt1,45,53.8,10.5,196.9,155,FALSE,201
5,3,3_4,2,5,6,Cd2,F1,En-1,Cd2,35,29.5,4.3,67.4,81,FALSE,221
9,3,3_5,2,4,10,actr,F1,En-1,actr1,42,45.7,9.2,117.7,104,FALSE,230
9,3,3_6,2,3,9,JActr,F1,En-1,JActr,55,55.8,10.8,313.2,124,FALSE,251
5,3,3_7,2,5,5,Cd1,F1,En-1,Cd1,36,17.2,4.7,26.1,37,FALSE,261
5,4,4_1,2,1,7,Drought,F1,En-1,Drought,40,50,8.9,81.2,77,FALSE,274
5,4,4_4,2,4,14,Nutrient1,F1,En-1,Nutrient1,42,56,10.9,152.5,142,FALSE,307
9,4,4_7,2,5,9,Nutrient2,F1,En-1,Nutrient2,43,57,12.2,188,115,FALSE,323
1,5,5_1,3,3,12,Salt1,F1,En-1,Salt1,33,47.8,10.6,174.3,185,FALSE,340
11,5,5_2,3,3,13,JActr,F1,En-1,JActr,33,36.5,6.2,39.7,70,FALSE,364
11,5,5_3,3,4,6,Cd1,F1,En-1,Cd1,40,45,7.3,91.7,87,FALSE,365
1,5,5_4,3,5,11,Cd2,F1,En-1,Cd2,32,41.6,9.1,84,102,FALSE,383
11,5,5_5,3,6,8,JA,F1,En-1,JA,38,22.2,5,47.4,55,FALSE,404
11,5,5_6,3,1,2,Salt2,F1,En-1,Salt2,NA,42.6,7.7,97.9,62,FALSE,407
8,7,7_1,4,2,12,Cd2,F1,En-1,Cd2,33,21.7,5.7,34.6,39,FALSE,442
8,7,7_2,4,4,12,Cd1,F1,En-1,Cd1,38,30.1,5.1,32.8,46,FALSE,456
6,7,7_3,4,2,12,JA,F1,En-1,JA,30,37.3,3.8,39.2,61,FALSE,466
6,7,7_4,4,1,5,actr,F1,En-1,actr1,33,39.7,4.8,89.7,98,FALSE,488
8,7,7_5,4,1,8,Salt1,F1,En-1,Salt1,36,27.3,4.7,55.3,149,FALSE,504
6,7,7_6,4,6,14,JActr,F1,En-1,JActr,38,36,8.5,62.6,60,FALSE,513
8,7,7_7,4,5,9,Salt2,F1,En-1,Salt2,38,34.4,7,76.2,69,FALSE,522
8,8,8_1,4,3,5,Drought,F1,En-1,Drought,45,50.9,8.6,166.4,142,FALSE,540
8,8,8_2,4,6,13,Nutrient1,F1,En-1,Nutrient1,40,43.7,7.7,125.7,101,FALSE,553
6,8,8_6,4,5,10,Leaf,F1,En-1,Leaf,33,39.4,4.7,43.7,62,FALSE,586
6,8,8_7,4,6,1,actr,F1,En-1,actr2,40,48.8,9.5,184.3,151,FALSE,597
2,9,9_1,5,5,11,actr,F1,En-1,actr1,30,34,NA,41.1,56,FALSE,610
2,9,9_2,5,1,7,Cd1,F1,En-1,Cd1,37,44.4,7,119,133,FALSE,623
7,9,9_3,5,5,9,Cd2,F1,En-1,Cd2,29,19,2,13.9,19,FALSE,633
2,9,9_4,5,6,14,Salt1,F1,En-1,Salt1,32,17,4.7,70.5,125,FALSE,656
7,9,9_5,5,4,13,Salt2,F1,En-1,Salt2,42,46.6,6.2,64.9,76,FALSE,660
2,9,9_6,5,1,2,JA,F1,En-1,JA,35,41.2,9.1,112.9,92,FALSE,685
7,9,9_7,5,1,3,JActr,F1,En-1,JActr,46,58,11.5,170,143,FALSE,697
2,10,10_1,5,4,1,actr,F1,En-1,actr2,35,32.1,4,116.1,87,FALSE,708
2,10,10_2,5,5,3,Drought,F1,En-1,Drought,43,56.9,9.8,185,110,FALSE,723
2,10,10_3,5,3,13,Nutrient2,F1,En-1,Nutrient2,38,41.7,8.7,75.5,71,FALSE,735
7,10,10_4,5,6,9,Leaf,F1,En-1,Leaf,36,15,3.7,13.6,14,FALSE,749
7,10,10_5,5,1,8,Nutrient1,F1,En-1,Nutrient1,37,36.1,7.2,100.9,115,FALSE,768
10,11,11_1,6,5,2,actr,F1,En-1,actr1,38,39.5,9.2,88.8,106,FALSE,778
10,11,11_2,6,2,7,JActr,F1,En-1,JActr,39,45,10.8,183.6,195,FALSE,793
12,11,11_3,6,4,6,JA,F1,En-1,JA,33,43,6.5,134.8,149,FALSE,802
10,11,11_4,6,1,3,Cd2,F1,En-1,Cd2,36,46.2,4.6,106.6,125,FALSE,817
12,11,11_5,6,4,4,Salt1,F1,En-1,Salt1,38,22.5,7.5,103.9,110,FALSE,834
12,11,11_6,6,3,10,Salt2,F1,En-1,Salt2,36,44.2,11.2,173.2,159,FALSE,852
12,11,11_7,6,1,5,Cd1,F1,En-1,Cd1,33,50,9.1,185.6,106,FALSE,862
10,12,12_3,6,1,12,Drought,F1,En-1,Drought,34,49,NA,155.9,204,FALSE,877
12,12,12_4,6,3,4,Nutrient2,F1,En-1,Nutrient2,35,50,11.3,203.8,196,FALSE,889
10,12,12_5,6,4,14,actr,F1,En-1,actr2,37,37,7.4,96.3,110,FALSE,901
10,12,12_6,6,2,14,Leaf,F1,En-1,Leaf,35,40.4,8.7,77.1,94,FALSE,923
10,12,12_7,6,5,4,Nutrient1,F1,En-1,Nutrient1,38,44.2,9.3,96.4,127,FALSE,932
11,6,6_1,3,3,11,Leaf,F1,En-1,Leaf,33,48.1,4.6,144,173,FALSE,947
